Seq_No,Author,Review_Date,Review_URL,Product_Review,Product_Rating,Product_Version,Purchase_Address,BrndNo,GDNo
37,w*****8,5/28/2024 1:03,https://shopee.vn/shop/29870441,"Best Feature:Built-in GPS and Music
Product Quality:9.5/10
Performance:9.5/10

Satisfied customer here. There was a time na naglalog ang voice broadcast ng training plan. Hoping hindi maulit. I can now run without my phone. Thanks huawei.
https://cf.shopee.vn/file/ph-11134103-7r98p-lvto13sq609gc6
https://cf.shopee.vn/file/ph-11134103-7r992-lvto13sq7etwcd
https://cf.shopee.vn/file/ph-11134103-7r98q-lvto13sq8tec97
https://cf.shopee.vn/file/ph-11134103-7r98p-lvto13sq609gc6
https://cf.shopee.vn/file/ph-11134103-7r992-lvto13sq7etwcd
https://cf.shopee.vn/file/ph-11134103-7r98q-lvto13sq8tec97",5,Black,ph,1,1
38,m*****6,5/28/2024 3:28,https://shopee.vn/shop/51552083,"Performance:10/10
Best Feature:10/10
Product Quality:10/10

I bought this for only 4999. Thank you sa voucher. ??
I have an iphone 15 pro and plano ko bumili ng apple watch SE pero nung napanood ko yung mga reviews about Huawei watch fit 3, I decided to purchase this one. A good alternative for an apple watch. I like the design, battery life, and other features, plus ang dami pang freebies. Worth it! ??
https://cf.shopee.vn/file/ph-11134103-7r991-lvtsvxd2c3d0ed
https://cf.shopee.vn/file/ph-11134103-7r98u-lvtsxtg6nrpge1
https://cf.shopee.vn/file/ph-11134103-7r98z-lvtsxtg6p69wb7
https://cf.shopee.vn/file/ph-11134103-7r991-lvtsvxd2c3d0ed
https://cf.shopee.vn/file/ph-11134103-7r98u-lvtsxtg6nrpge1
https://cf.shopee.vn/file/ph-11134103-7r98z-lvtsxtg6p69wb7",5,Moon White,ph,1,1
39,p*****r,5/28/2024 7:55,https://shopee.vn/shop/29216831,"Product Quality:10/10
Performance:10/10
Best Feature:IOS compatability

I love this watch fit 3! parang apple watch but better and cheaper. di ako nagsisi na nag pre-order ako kasi ang daming freebies! ganda ng freebuds se 2, tumbler at tote bag! thank you huawei!
https://cf.shopee.vn/file/ph-11134103-7r98w-lvu2kirjuee986
https://cf.shopee.vn/file/ph-11134103-7r98w-lvu2kirjuee986",5,Green.,ph,1,1
40,l*****6,5/28/2024 17:10,https://shopee.vn/shop/666214322,"Product Quality:EXCELLENT
Performance:GREAT PERFORMANCE
Best Feature:WORTH BUYING FOR

Grabe naman Huawei ?? Nagulat ako sa freebies ang dami, may tumbler, freebuds se and tote bag pa. Grabe yung 6,499 na Watch Fit3 nabili ko sa halagang 4,999 tapos ang daming freebies. Sobrang worth it!! Will buy again for my partner. Thank you.
https://cf.shopee.vn/file/ph-11134103-7r98z-lvummlohctms35
https://cf.shopee.vn/file/ph-11134103-7r991-lvummlohsa5d42
https://cf.shopee.vn/file/ph-11134103-7r98u-lvummlo7d89064
https://cf.shopee.vn/file/ph-11134103-7r98u-lvummlo7emtgee
https://cf.shopee.vn/file/ph-11134103-7r98z-lvummlohctms35
https://cf.shopee.vn/file/ph-11134103-7r991-lvummlohsa5d42
https://cf.shopee.vn/file/ph-11134103-7r98u-lvummlo7d89064
https://cf.shopee.vn/file/ph-11134103-7r98u-lvummlo7emtgee",5,Moon White,ph,1,1
41,123543_,5/29/2024 0:18,https://shopee.vn/shop/290804467,"Performance:superb
Product Quality:fantastic
Best Feature:compatibility

Huawei rhymes with OA. OA sa freebies, OA sa ganda, OA sa bilis magpa ship haha. Akala ng asawa ko, cabinet yung dumating. Watch lang binili pero with earbuds, tumbler and bag. Worth the purchase. Ang ganda rin ng watch, super sleek ng design, breathable strap pa. Ang daming function ng watch at ang tagal malowbatt nakakainis gusto ko na ma try i charge. 1day, 30% palang bawas sa battery. So nice talaga.
https://cf.shopee.vn/file/ph-11134103-7r98w-lvv1srp6estda8
https://cf.shopee.vn/file/ph-11134103-7r98w-lvv1srp6g7dt73
https://cf.shopee.vn/file/ph-11134103-7r98w-lvv1srp6estda8
https://cf.shopee.vn/file/ph-11134103-7r98w-lvv1srp6g7dt73",5,Moon White,ph,1,1
42,g*****o,5/30/2024 8:19,https://shopee.vn/shop/7648622,"Product Quality:very good
Best Feature:very good
Performance:the best

I got it for only 5800 with freebews. Very affordable watch with lots pf functions!  Very good seller.
https://cf.shopee.vn/file/ph-11134103-7r990-lvwye74surmp5e
https://cf.shopee.vn/file/ph-11134103-7r990-lvwye74surmp5e",5,Grey (Nylon Strap).,ph,1,1
43,l*****8,6/1/2024 1:54,https://shopee.vn/shop/90080812,"Product Quality:nice sulittt
Best Feature:battery
Performance:so far i love it. all the features

So happy to receive freebies and discounts. The quality of tjis watch is superb. I love collecting watches and tjis one is soo great. Great buy
https://cf.shopee.vn/file/ph-11134103-7r98v-lvzfg9eu52ised
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfg9eu6h3801
https://cf.shopee.vn/file/ph-11134103-7r98u-lvzfg9eu7vnoc0
https://cf.shopee.vn/file/ph-11134103-7r991-lvzfg9eu9a841d
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfg9euaosk3c
https://cf.shopee.vn/file/ph-11134103-7r98v-lvzfg9eu52ised
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfg9eu6h3801
https://cf.shopee.vn/file/ph-11134103-7r98u-lvzfg9eu7vnoc0
https://cf.shopee.vn/file/ph-11134103-7r991-lvzfg9eu9a841d
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfg9euaosk3c",5,Grey (Nylon Strap),ph,1,1
44,gracecabanilla,6/1/2024 2:01,https://shopee.vn/shop/88586270,"Performance:the best
Product Quality:perfect
Best Feature:looks like apple watch but in a low price

As expected ang ganda!!! Parang apple watch lang ang peg but in a low price plus pa na pag dito nag order is may mga freebies!! Upgrade toh sa huawei band 6 ko, salitan ko sila kasi working pa naman yung huawei band 6 ko, ganun katibay ang huawei watch!! Keep it up huawei!!
https://cf.shopee.vn/file/ph-11134103-7r98t-lvzfh7pafh1gd0
https://cf.shopee.vn/file/ph-11134103-7r98u-lvzfh7pa0129af
https://cf.shopee.vn/file/ph-11134103-7r98p-lvzfh7pa00sk9e
https://cf.shopee.vn/file/ph-11134103-7r98t-lvzfh7pafh1gd0
https://cf.shopee.vn/file/ph-11134103-7r98u-lvzfh7pa0129af
https://cf.shopee.vn/file/ph-11134103-7r98p-lvzfh7pa00sk9e",5,Pink,ph,1,1
45,a*****a,6/1/2024 2:04,https://shopee.vn/shop/131589524,"Performance:the best
Product Quality:topnotch
Best Feature:long battery life, apps, and enhanced health monitor features

I have waited for this watch to come. The freebies are an absolute delight. Love the watch. Great product! Worth every penny. ??
https://cf.shopee.vn/file/ph-11134103-7r98q-lvzfr7h1haap20
https://cf.shopee.vn/file/ph-11134103-7r98q-lvzfr6eh1ptw22
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfr6vyc4xwa5
https://cf.shopee.vn/file/ph-11134103-7r992-lvzfr6eh1q3la0
https://cf.shopee.vn/file/ph-11134103-7r98q-lvzfr7h1haap20
https://cf.shopee.vn/file/ph-11134103-7r98q-lvzfr6eh1ptw22
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfr6vyc4xwa5
https://cf.shopee.vn/file/ph-11134103-7r992-lvzfr6eh1q3la0",5,Moon White.,ph,1,1
46,chevjohnsons,6/2/2024 7:24,https://shopee.vn/shop/208041317,"Performance:premium feels but cheap price
Product Quality:very good
Best Feature:apple watch feels, upgrade from watch fit series

super worth the buy! Very happy. Steal pa yung freebies. No plans talaga to buy, kasi contented naman ako sa watch fit SE na gamit ko pero nagpabudol sa nakitang inclusion ng freebies.
Apple watch aesthetic pero way better battery life palang talong talo na, cheaper vs price point and modes for sports mas marami din.
Super bilis din nadeliver, initial date june 4-11 pero june 1 palang dumating na kahit pre-order.
https://cf.shopee.vn/file/ph-11134103-7r98y-lw14iurwo6bo69
https://cf.shopee.vn/file/ph-11134103-7r98w-lw16bdtx4dfo98
https://cf.shopee.vn/file/ph-11134103-7r98t-lw16bdtxjtoked
https://cf.shopee.vn/file/ph-11134103-7r98y-lw16bdtx5s9taa
https://cf.shopee.vn/file/ph-11134103-7r98y-lw14iurwo6bo69
https://cf.shopee.vn/file/ph-11134103-7r98w-lw16bdtx4dfo98
https://cf.shopee.vn/file/ph-11134103-7r98t-lw16bdtxjtoked
https://cf.shopee.vn/file/ph-11134103-7r98y-lw16bdtx5s9taa",5,Black,ph,1,1
47,juancarloscorpuz,6/2/2024 23:41,https://shopee.vn/shop/177442171,"Performance:10/10
Product Quality:10/10
Best Feature:long lasting battery performance

Thank you HUAWEI this is My first smartwatch! Buti nakahabol pa ako sa madaming Freebies bago naubos. Sulit ang pag aantay ng Pre order last month
https://cf.shopee.vn/file/ph-11134103-7r992-lw25hvpc4l0he2
https://cf.shopee.vn/file/ph-11134103-7r98s-lw25hvpcv9sxdd
https://cf.shopee.vn/file/ph-11134103-7r990-lw25hvq5z56s3c
https://cf.shopee.vn/file/ph-11134103-7r98v-lw25hvpc0db5b5
https://cf.shopee.vn/file/ph-11134103-7r992-lw25hvpc4l0he2
https://cf.shopee.vn/file/ph-11134103-7r98s-lw25hvpcv9sxdd
https://cf.shopee.vn/file/ph-11134103-7r990-lw25hvq5z56s3c
https://cf.shopee.vn/file/ph-11134103-7r98v-lw25hvpc0db5b5",5,Grey (Nylon Strap),ph,1,1
48,a*****o,6/3/2024 5:46,https://shopee.vn/shop/7621303,"Best Feature:Square Face, Works well with IOS
Performance:Great!
Product Quality:Looks good

Sulit sa price and freebies.
Got the preorder with freebies and 0% interest via SpayLater.
Mareplace ko na ung Huawei Band 7 ko.
https://cf.shopee.vn/file/ph-11134103-7r98z-lw2ifdncsbxdf5
https://cf.shopee.vn/file/ph-11134103-7r990-lw2ifdncsbno59
https://cf.shopee.vn/file/ph-11134103-7r98w-lw2ifdnd7s69f7
https://cf.shopee.vn/file/ph-11134103-7r98z-lw2ifdncsbxdf5
https://cf.shopee.vn/file/ph-11134103-7r990-lw2ifdncsbno59
https://cf.shopee.vn/file/ph-11134103-7r98w-lw2ifdnd7s69f7",5,Moon White,ph,1,1
49,k*****l,6/4/2024 13:24,https://shopee.vn/shop/26874230,"Best Feature:Stress Level tracker
Product Quality:High quality
Performance:Smooth

Thank you Huawei! Didn’t expect the freebies! I was wondering why the box was so big knowing I only bought a watch ?? Got me more excited about the mug and free buds! ?? But the watch is great. A lot of features. It’s my first smart watch anyway. Not bad for a first. Will probably wear this whole week to test its battery life. I hope it will last long. Thank you so much! Got this for only 5000 with spaylater ??
https://cf.shopee.vn/file/ph-11134103-7r98r-lw4dzhglghupa4
https://cf.shopee.vn/file/ph-11134103-7r98r-lw4dzhglghl037
https://cf.shopee.vn/file/ph-11134103-7r98r-lw4dzhglghupa4
https://cf.shopee.vn/file/ph-11134103-7r98r-lw4dzhglghl037",5,Black,ph,1,1
50,mtchjshcrz,6/4/2024 15:52,https://shopee.vn/shop/60839312,"The delivery was so fast. I was shock coz the wrapped was too big. I thought the only freebie is the earbuds but to be surprised it has a box with bag and tumbler. The watch is superb and i love it so much
https://cf.shopee.vn/file/ph-11134103-7r98z-lw4jinfphw5g0f
https://cf.shopee.vn/file/ph-11134103-7r98x-lw4jinfp2g6920
https://cf.shopee.vn/file/ph-11134103-7r98o-lw4jinfp2fwk2e
https://cf.shopee.vn/file/ph-11134103-7r98w-lw4jinfpxcec8b
https://cf.shopee.vn/file/ph-11134103-7r98z-lw4jinfphw5g0f
https://cf.shopee.vn/file/ph-11134103-7r98x-lw4jinfp2g6920
https://cf.shopee.vn/file/ph-11134103-7r98o-lw4jinfp2fwk2e
https://cf.shopee.vn/file/ph-11134103-7r98w-lw4jinfpxcec8b",5,Pink,ph,1,1
51,a*****9,6/4/2024 23:37,https://shopee.vn/shop/298041962,"Performance:great
Best Feature:IOS compatible
Product Quality:great

Nabili ko siya with a voucher worth 1500 tapos 0% installment pa sa Shopeepay. Sulit ang presyo plus ang daming freebies. Ganda din ng tunog ng Free buds. Thank you Shopee and Huawei.
https://cf.shopee.vn/file/ph-11134103-7r990-lw4zv27qoaxtb9
https://cf.shopee.vn/file/ph-11134103-7r98s-lw4zv27qoao4c6
https://cf.shopee.vn/file/ph-11134103-7r991-lw4zv27rj75w3f
https://cf.shopee.vn/file/ph-11134103-7r990-lw4zv27qoaxtb9
https://cf.shopee.vn/file/ph-11134103-7r98s-lw4zv27qoao4c6
https://cf.shopee.vn/file/ph-11134103-7r991-lw4zv27rj75w3f",5,Moon White,ph,1,1
52,i*****o,6/5/2024 1:16,https://shopee.vn/shop/51316714,"Best Feature:the best smart watch ive buy

Sulit ang pera na binili at yung freebies grabh parang kalahati ng price yung freebies , best watch to buy in the market ngayun smart watch na parang i watch at ang gaan pa gamitin . The feature is sulit at accurate pa matagal ma lowbat at handy dalhin gasi magaan. Buy now kasi ngayun lang may freebies na ganyan.
https://cf.shopee.vn/file/ph-11134103-7r98u-lw53jfebd9b5d6
https://cf.shopee.vn/file/ph-11134103-7r98o-lw53jfhx7z0ked
https://cf.shopee.vn/file/ph-11134103-7r98t-lw53jfhx7za98c
https://cf.shopee.vn/file/ph-11134103-7r990-lw53jfebenvl1f
https://cf.shopee.vn/file/ph-11134103-7r98u-lw53jfhx9dl058
https://cf.shopee.vn/file/ph-11134103-7r98u-lw53jfebd9b5d6
https://cf.shopee.vn/file/ph-11134103-7r98o-lw53jfhx7z0ked
https://cf.shopee.vn/file/ph-11134103-7r98t-lw53jfhx7za98c
https://cf.shopee.vn/file/ph-11134103-7r990-lw53jfebenvl1f
https://cf.shopee.vn/file/ph-11134103-7r98u-lw53jfhx9dl058",5,Black.,ph,1,1
53,a*****s,6/5/2024 23:32,https://shopee.vn/shop/86542340,"Performance:Very good,fast and easy to navigate
Product Quality:a 10/10 product quality
Best Feature:AOD,60HZ,AMOLED SCREEN,GPS,BATTERY

First,the product arrived earlier than the expected delivery dates so it's a plus.For the product,I can't say anything bad because overall the watch is very good and way better than  apple watch in terms of battery life and functionality.Thank you also to Huawei Store for the cinsistent updates and giving me this very useful watch.Thank you Shopee and thank you also to kuya rider my friend???? 5 star quality product.
https://cf.shopee.vn/file/ph-11134103-7r991-lw6f845lfy3l1d
https://cf.shopee.vn/file/ph-11134103-7r991-lw6f845lfy3l1d",5,Black,ph,1,1
54,_*****y,6/6/2024 1:23,https://shopee.vn/shop/212142321,"Product Quality:good
Best Feature:connectivity
Performance:??????????

So far so good, received the item last 6/4/24, i am very pleased with the freebies, didn’t expect to receive such a huge parcel. So happy with the purchase since i got it for only around 4,000+ it is very much of a great deal ??. I decided to purchase the watch fit 3 since i have been using my old watch fit for more than 2 years na and been loving it ever since.
https://cf.shopee.vn/file/ph-11134103-7r98o-lw6j579b7x1gc9
https://cf.shopee.vn/file/ph-11134103-7r98x-lw6j579b9blwa7
https://cf.shopee.vn/file/ph-11134103-7r98s-lw6j5p1f778hfc
https://cf.shopee.vn/file/ph-11134103-7r98o-lw6j5p1erqzl71
https://cf.shopee.vn/file/ph-11134103-7r98o-lw6j579b7x1gc9
https://cf.shopee.vn/file/ph-11134103-7r98x-lw6j579b9blwa7
https://cf.shopee.vn/file/ph-11134103-7r98s-lw6j5p1f778hfc
https://cf.shopee.vn/file/ph-11134103-7r98o-lw6j5p1erqzl71",5,Black,ph,1,1
55,belleartucilla,6/7/2024 5:58,https://shopee.vn/shop/114834025,"Best Feature:long hours active!
Product Quality:excellent
Performance:excellent

Thank so much! This is by far the best budol that I have for this year. I love the watch and best thing is? A lot of freebies! ??????
https://cf.shopee.vn/file/ph-11134103-7r98u-lw88fp7qtatg61
https://cf.shopee.vn/file/ph-11134103-7r990-lw88fp7r8rc10d
https://cf.shopee.vn/file/ph-11134103-7r98s-lw88fp7qupdw9d
https://cf.shopee.vn/file/ph-11134103-7r98u-lw88fp7qtatg61
https://cf.shopee.vn/file/ph-11134103-7r990-lw88fp7r8rc10d
https://cf.shopee.vn/file/ph-11134103-7r98s-lw88fp7qupdw9d",5,Moon White,ph,1,1
56,a*****t,6/9/2024 7:16,https://shopee.vn/shop/72238767,"Product Quality:very good
Performance:yet to try
Best Feature:aesthetic and functions

It is said pre-order for 14 days, but I received it the next day after placing my order. Gahd, this is such a beaut ?? 
Watched a lot of reviews first before magpabudol ??
https://cf.shopee.vn/file/ph-11134103-7r992-lwb5ezfpz3lw25
https://cf.shopee.vn/file/ph-11134103-7r98r-lwb5z94o49y965
https://cf.shopee.vn/file/ph-11134103-7r992-lwb5ezfpz3lw25
https://cf.shopee.vn/file/ph-11134103-7r98r-lwb5z94o49y965",5,Moon White,ph,1,1
57,kimochipotchi,6/9/2024 11:45,https://shopee.vn/shop/397181011,"Product Quality:Great
Best Feature:Cheap alternative to Apple Watch
Performance:Superb

It’s only a few hours since I’ve received the watch but so far it’s doing well. I love the features- it feels like the cost is justified. The design is sleek too, not to big on a girl’s wrist. The color is great too. Same hue as my IP 15. Delivery was shocking I ordered this 2 nights ago. Within 48 hours, it’s with me already.
https://cf.shopee.vn/file/ph-11134103-7r98o-lwbflccjzmysef
https://cf.shopee.vn/file/ph-11134103-7r98w-lwbflccjk6pwc6
https://cf.shopee.vn/file/ph-11134103-7r98o-lwbflccjzmysef
https://cf.shopee.vn/file/ph-11134103-7r98w-lwbflccjk6pwc6",5,Pink,ph,1,1
58,euniekrist,6/9/2024 23:38,https://shopee.vn/shop/359326531,"Best Feature:FITNESS TRACKER
Product Quality:10/10 SUPER NICE
Performance:10/10 MATAGAL MALOWBAT

Received item with a lot of freebies!! The Huawei watch fit 3 is so nice and looks aesthetic. Comes with FreeBuds SE2 na super tagal malowbat and maganda ang sound quality. Also, free merch - tumbler and tote bag na super ganda!! I am obsessed!!! Easy to connect on my iPhone14ProMax!! No issue and able to purchased this using SPay 0% interest!!
https://cf.shopee.vn/file/ph-11134103-7r990-lwc4uucxo5lt71
https://cf.shopee.vn/file/ph-11134103-7r992-lwc4uucy3lup03
https://cf.shopee.vn/file/ph-11134103-7r98o-lwc4uud7mc5g35
https://cf.shopee.vn/file/ph-11134103-7r990-lwc4uud81so170
https://cf.shopee.vn/file/ph-11134103-7r98t-lwc4uud7mcf594
https://cf.shopee.vn/file/ph-11134103-7r990-lwc4uucxo5lt71
https://cf.shopee.vn/file/ph-11134103-7r992-lwc4uucy3lup03
https://cf.shopee.vn/file/ph-11134103-7r98o-lwc4uud7mc5g35
https://cf.shopee.vn/file/ph-11134103-7r990-lwc4uud81so170
https://cf.shopee.vn/file/ph-11134103-7r98t-lwc4uud7mcf594",5,Moon White,ph,1,1
59,krisabe95,6/10/2024 4:34,https://shopee.vn/shop/167578997,"Performance:Excellent
Best Feature:Good
Product Quality:Kudos Huawei for creating another good and quality product. I personally owned Huawei Band 6 watch and for 6 years of owning and using it, still, never fails to amaze me on how smooth and easy to use and wear it. And take note, ambilis ng delivery knowing na Vis pa ako. Thank you Huawei and good job. More useful and creative products to come! ??????
https://cf.shopee.vn/file/ph-11134103-7r98y-lwcflmob1jdt94
https://cf.shopee.vn/file/ph-11134103-7r98w-lwcflmob2xy9d7
https://cf.shopee.vn/file/ph-11134103-7r98y-lwcflmob1jdt94
https://cf.shopee.vn/file/ph-11134103-7r98w-lwcflmob2xy9d7",5,Pink,ph,1,1
60,csu01921,6/10/2024 13:06,https://shopee.vn/shop/85185952,"Best Feature:Health metrics
Product Quality:Premium Feels
Performance:Pairs well with my Huawei Pura70

I am so happy with all Huawei gadgets! So love this watch - a lot better than my previous Samsung Watch

Battery life pa lang panalo na

Sobrang sulit talaga! Sa uulitin
https://cf.shopee.vn/file/ph-11134103-7r991-lwcxv3ekq0yp82
https://cf.shopee.vn/file/ph-11134103-7r991-lwcxv3ekq0yp82",5,Black,ph,1,1
61,menchiemandin,6/10/2024 23:26,https://shopee.vn/shop/47424479,"Best Feature:everything
Product Quality:very good
Performance:very good

Super ganda and i so love it may kasama pang freebie na napakagandang portable coffee cup!! Thank you so much seller??
https://cf.shopee.vn/file/ph-11134103-7r991-lwdjl8urpd6s7f
https://cf.shopee.vn/file/ph-11134103-7r98q-lwdjl8uhps2paa
https://cf.shopee.vn/file/ph-11134103-7r990-lwdjl8uhr6n55d
https://cf.shopee.vn/file/ph-11134103-7r991-lwdjl8urpd6s7f
https://cf.shopee.vn/file/ph-11134103-7r98q-lwdjl8uhps2paa
https://cf.shopee.vn/file/ph-11134103-7r990-lwdjl8uhr6n55d",5,Green,ph,1,1
62,moesterrrr,6/11/2024 5:47,https://shopee.vn/shop/457708386,"Best Feature:High Quality
Performance:Superb
Product Quality:Amazing

Ang ganda. For it's price, huawei did an amazing job packing it with amazing features, design, hardware. First smartwatch ko ito. I'm so happy.
https://cf.shopee.vn/file/ph-11134103-7r98x-lwdxm3kvfguc3d
https://cf.shopee.vn/file/ph-11134103-7r98q-lwdxm3kvmhy9b2
https://cf.shopee.vn/file/ph-11134103-7r98v-lwdxm3kv71pdd1
https://cf.shopee.vn/file/ph-11134103-7r98x-lwdxm3kvfguc3d
https://cf.shopee.vn/file/ph-11134103-7r98q-lwdxm3kvmhy9b2
https://cf.shopee.vn/file/ph-11134103-7r98v-lwdxm3kv71pdd1",5,Moon White,ph,1,1
63,a*****7,6/11/2024 8:07,https://shopee.vn/shop/33842240,"Product Quality:10
Performance:perfect
Best Feature:answer call

Love this, it is very handy when Im driving as I can see if certain message immediately needs my response. 

Answer/Make call = yes
Text = preset quick reply only

GPS =yes (must install app)
https://cf.shopee.vn/file/ph-11134103-7r98w-lwe28i1mwvlw64
https://cf.shopee.vn/file/ph-11134103-7r98p-lwe28i1mya6cd9
https://cf.shopee.vn/file/ph-11134103-7r98o-lwe28i1mzoqs33
https://cf.shopee.vn/file/ph-11134103-7r98w-lwe28i1mwvlw64
https://cf.shopee.vn/file/ph-11134103-7r98p-lwe28i1mya6cd9
https://cf.shopee.vn/file/ph-11134103-7r98o-lwe28i1mzoqs33",5,Grey (Nylon Strap),ph,1,1
64,adinegabales,6/12/2024 13:27,https://shopee.vn/shop/96004879,"Performance:SMOOTH
Product Quality:HIGH
Best Feature:LONGER BATTERY LIFE

Sobrang ganda ng huawei watch fit 3 napaka aesthetic niyang tignan tas ang cute. I am using iphone 11 device na naka connect ngayon sa watch fit 3 and I really love how if works. ?? well recommended! ??
https://cf.shopee.vn/file/ph-11134103-7r98o-lwftcf24k21tae
https://cf.shopee.vn/file/ph-11134103-7r98o-lwftcf24k21tae",5,Pink,ph,1,1
65,b*****7,6/13/2024 11:42,https://shopee.vn/shop/39641081,"Product Quality:superb
Best Feature:NTC feature
Performance:very good

I’m so in love with the watch! Got it for 5,596 plus with a freebie! I like the bigger screen, you can also connect your cards because of the NTC feature . Thank you huawei ??
https://cf.shopee.vn/file/ph-11134103-7r98w-lwh4zpne1mh04b
https://cf.shopee.vn/file/ph-11134103-7r98s-lwh4zpneihac22
https://cf.shopee.vn/file/ph-11134103-7r98w-lwh4zpne1mh04b
https://cf.shopee.vn/file/ph-11134103-7r98s-lwh4zpneihac22",5,Grey (NFC),ph,1,1
66,v*****d,6/13/2024 21:54,https://shopee.vn/shop/53567614,"Been using the watch for a week now and i am very happy with its performance. Light weight and great alternative for that much expensive smart watch. Battery performance is superb. Never taking them off even when i am washing the dishes. Lots of alternative straps available on a cheaper price. Got freebuds, coffee cup and a tote bag all free with my purchase. And the best part was got the watch pre-order for 4,900 on an spaylater zero interest payable in 12 months. Yahooo!!! ????????
https://cf.shopee.vn/file/ph-11134103-7r98v-lwhqmqkbphxga5
https://cf.shopee.vn/file/ph-11134103-7r98z-lwhqmqmjm8zo92
https://cf.shopee.vn/file/ph-11134103-7r98u-lwhqmqkvooypdc
https://cf.shopee.vn/file/ph-11134103-7r98z-lwhqmqndl150c7
https://cf.shopee.vn/file/ph-11134103-7r98v-lwhqmqkbphxga5
https://cf.shopee.vn/file/ph-11134103-7r98z-lwhqmqmjm8zo92
https://cf.shopee.vn/file/ph-11134103-7r98u-lwhqmqkvooypdc
https://cf.shopee.vn/file/ph-11134103-7r98z-lwhqmqndl150c7",5,Black,ph,1,1
67,bigbang2022,6/14/2024 5:38,https://shopee.vn/shop/402035308,"Performance:good
Best Feature:comparable to iphone
Product Quality:excellenqut quality

The item delivered fast.
I got for like 5400
I choose black coz versatility purposes 
It easy with pair with upon downloading the app
Responsive.
A lot faces to choose from
Looks sturdy and expensive 
Really can live up to 10days battery life.
https://cf.shopee.vn/file/ph-11134103-7r98y-lwi7eafrlhlt87
https://cf.shopee.vn/file/ph-11134103-7r98y-lwi7eafs0xup8a
https://cf.shopee.vn/file/ph-11134103-7r98u-lwi7eafrmw69f9
https://cf.shopee.vn/file/ph-11134103-7r98z-lwi7eafs2cf567
https://cf.shopee.vn/file/ph-11134103-7r98q-lwi7f7qyulfo79
https://cf.shopee.vn/file/ph-11134103-7r98y-lwi7eafrlhlt87
https://cf.shopee.vn/file/ph-11134103-7r98y-lwi7eafs0xup8a
https://cf.shopee.vn/file/ph-11134103-7r98u-lwi7eafrmw69f9
https://cf.shopee.vn/file/ph-11134103-7r98z-lwi7eafs2cf567
https://cf.shopee.vn/file/ph-11134103-7r98q-lwi7f7qyulfo79",5,Black,ph,1,1
68,jempreyes,6/14/2024 10:57,https://shopee.vn/shop/47578103,"Took time before reviewing...product is ok naman and legit seller. 2nd purchase already, 1st was a tablet. Good thing we were able to avail again the 0% interest of spaylater and the freebies. Strap is not that long, if you are quite big like my hubby it will jist be exact on your wrist.

And also Kudos to J&T because they sent message before delivery if somebosy will receive it...upon delivery I asked why...rider said if valuable items like this it is their protocol to send a msg first before delivery
https://cf.shopee.vn/file/ph-11134103-7r98v-lwiiogf83bz5ee
https://cf.shopee.vn/file/ph-11134103-7r98r-lwiiogc67srle6
https://cf.shopee.vn/file/ph-11134103-7r98x-lwiiogeo44xw22
https://cf.shopee.vn/file/ph-11134103-7r98o-lwiioge44yg102
https://cf.shopee.vn/file/ph-11134103-7r98v-lwiiogf83bz5ee
https://cf.shopee.vn/file/ph-11134103-7r98r-lwiiogc67srle6
https://cf.shopee.vn/file/ph-11134103-7r98x-lwiiogeo44xw22
https://cf.shopee.vn/file/ph-11134103-7r98o-lwiioge44yg102",5,Moon White,ph,1,1
69,kimarodriguez,6/14/2024 12:03,https://shopee.vn/shop/5458400,"Performance:Ang ganda!
Product Quality:Maganda, ginagamit ko sya every workout
Best Feature:Yung GPS and na sysync sa strava

Super ganda so gamit mo sya every workout ngayon
https://cf.shopee.vn/file/ph-11134103-7r98o-lwil69gmxishec
https://cf.shopee.vn/file/ph-11134103-7r98o-lwil69gmxishec",5,Moon White,ph,1,1
70,viotti,6/15/2024 4:57,https://shopee.vn/shop/140678204,"Performance:excellent
Product Quality:premium
Best Feature:watch itself

Delivered earlier than i expected. Napakaganda parang naka apple watch na din. Long battery life, mas matagal malowbat kesa apple. May kapalitan na apple watch at band 7 ko. Will try to use it this for my afternoon run. Sayang kalako earbuds yung freebies. Ahaha. Pero salamat na din sa portable coffee cup. Thanks seller and shopee.
https://cf.shopee.vn/file/ph-11134103-7r98y-lwjkx8vqjqbo28
https://cf.shopee.vn/file/ph-11134103-7r98x-lwjkx910c0lge6
https://cf.shopee.vn/file/ph-11134103-7r98t-lwjkx91ad0td4a
https://cf.shopee.vn/file/ph-11134103-7r98u-lwjl5yyewdpd86
https://cf.shopee.vn/file/ph-11134103-7r990-lwjl5yyexs9tb9
https://cf.shopee.vn/file/ph-11134103-7r98y-lwjkx8vqjqbo28
https://cf.shopee.vn/file/ph-11134103-7r98x-lwjkx910c0lge6
https://cf.shopee.vn/file/ph-11134103-7r98t-lwjkx91ad0td4a
https://cf.shopee.vn/file/ph-11134103-7r98u-lwjl5yyewdpd86
https://cf.shopee.vn/file/ph-11134103-7r990-lwjl5yyexs9tb9",5,Black,ph,1,1
