Username,Date,Reviews,Rating,Model 
Stephen the Ex-Monk,12/20/2024,"Like any mobile device from Samsung, this tablet is well built and will last a few years if not abused.I'm not over fond of the Samsung special apps loaded and I tend to squash any I can. This is one reason I wish I could get a Pixel tablet with the same features, I do not like bloat.Aside from the unneeded software, it's pleasing to use. Some things are different from my old Tab S-3, but it's quite a few years newer so that's expected.Of note, the included S-pen will magnetically attach to the back of your tablet. This is a nice feature but also I don't trust it to keep my pen in place. I purchased a case which takes advantage of the magnet but uses an elastic strap to ensure it stays where its supposed to be.The fingerprint reader is on the power button and I've found it both natural to use and accurate. You can adjust the navigation controls to be either a three button configuration or a gesture type. I prefer the three button. Unlike the S3, these buttons are not a part of the physical devie and instead are onscreen. This gives you the ability to both change the position of the buttons (mine are right of center) you can also change the order so the back button is on the left like most other Android devices. Oddly, I am so used to having my tablet with back button on the right instead of left that I just left it there.When I activated the mobile connection, Verizon downloaded an e-sim to it instead of using the included nano-sim. It also didn't activate immediately and I don't know why. Eventually I successfully activated it and conclude the range is just as good as my phone. I'm not 100% sure buying with the 5G mobile connection was wise, but that's a personal decision.Outside of the question of whether getting 5G was a good idea, there's no question this is a good product and worth buying.",5,Galaxy Tab S9 FE+
Farren Farret,12/8/2024,If you are debating getting this tablet i suggest you dong and just get it! the battery life is so good it last up to two days. I use my tablet for college and for illustrations and it works like heaven. On top of this the features are so cool like veing able to use it as a computer or being able to use it as a second monitor. This feature definetly has been helpful as i work on my laptop and need noted open on the side. it’s also decently customizable bc you can change the pen cursor as you’d like. This definetly more worth it than an Ipad in comparison because you’re not spending another $100 for a pen.,5,Galaxy Tab S9 FE+
3N☆°,7/23/2024,"I bought this to make art and as soon as I touched the top of the S Pen to the screen I was blown away by how smooth and soft the feel is against the screen. Set up was quick and easy. It's even easier if you already have Google and Samsung accounts.It doesn't come with a charger block, only a type c to type c wire, which left me with no choice but to use a random off brand type c charger with a Samsung type A block which I hope won't mess with the battery or life span of this thing.The metallic lavender color is gorgeous and warm, quite similar to the pink HP Stream 14. The S Pen is a pastel, chalky lavender in a cooler tone.This tablet is razor thin, relatively lightweight for its size (perfect for drawing) and has a fantastic display.The user interface is typical of samsungs and androids. Unfortunately, Samsung phone themes are not compatible but you can customize the icons by selecting color schemes that match your wallpaper.Sounds quality is pretty good. It doesn't get too loud. To start, I played a mobile game and watched YouTube. Both experiences were hiccup-free and great on such a large, clear screen.The tablet comes with PENUP already on it, so artists who are just getting back into digital drawing will enjoy the app and its new, intuitive user interface.The S-pen has handwrite to text features that kick in automatically upon pairing with either your tablet or Samsung phone. I tried this S pen with both and the features come built into the pen!",4,Galaxy Tab S9 FE+
Mike Richart,12/10/2024,"Buying a new tablet is always hard. So many compromises to make since price is always an issue. I'm glad I picked the Tab 9 fe.Great color and faster than my older Tab.  This is my 4th Galaxy tablet, so I'm pretty comfortable in the Samsung universe. Even so, it takes a minute to learn the new features.Transferring from my old device was easy. Samsung walks you right through it.  A really Big Plus for me is the ability to mount a micro SD card. I added 256 gig. Gives me room.Charging is fast. Samsung doesn't include a wall wart, but I guess we all have a bunch. USB-C cable is Included.The S-Pen is new to me. The pen included is the 'dumb version so some advancedfeatures are not available.  An upgrade is available for purchase, if you want it.I'm not a Power User and this tablet is great for me.",5,Galaxy Tab S9 FE+
Amazon Customer,11/9/2024,"I absolutely enjoy my new tablet. Price was high, this said, prior to this one i got the Doogee, and had to immediately returned it back to amazon. So i went for the brand i know is reputable. And I did. It was so easy to set up. The style can do everything: draw, notation, and even highlight. Perfect for what i need it for.  The sound from the speaker are clear, love the wide screen. the images as sharp  love the graphics. I still have to learn how to use some of the apps i downloaded like the song book for my guitar. Now I take my guitar lessons on the road with me or any trips i have and never miss out on reading, or my guitar lessons. I also play games and movies. Perfect tablet for my needs.",5,Galaxy Tab S9 FE+
Mar,1/19/2025,"If you install a photoshop for tablets, you'll get the most with images. Excellent tablet; however, if it is considered to design, try a bigger one to find it more confortable. The camera should be improved, however it's functionality is not to be used as camera. I strongly recommend it. Battery, translation, note taking, audio, video.. all excellent.",5,Galaxy Tab S9 FE+
Kat W,1/6/2025,"My old Samsung tablet stopped receiving updates in 2019, so I figured it was time for a new one. After so much looking and comparing many brands and sizes, I chose the Samsung Galaxy Tab S9 FE 2023 in silver.Some of the layout and apps look similar to my old tablet, but many things have improved. The tablet seems fast, and charges fast (I purchased a fast Samsung charger separately). I like the fingerprint-scanning button (when the tablet is not locked). The S pen is responsive, even with a glass screen protector installed. I'm not into taking a lot of pictures, so the camera is fine for me. The sound is fine for me as well. since I just need the basics, nothing fancy, and I'm not a gamer.I got rid of some preinstalled apps, some that I was able to remove; others that I couldn't remove I disabled. I added some of my own apps, and added some music on an SD card. I like the note-taking app that was preinstalled.The Tab S9 is the right size for me to use as an e-book reader. I have a case with a hand strap, so I usually hold my tablet to read or check email. There are many things that can be customized on this tablet, including accessibility features. I'm liking this tablet.",5,Galaxy Tab S9 FE+
KralosJr|KralosJr,12/23/2024,"I just bought it on black Friday and I couldn't be happier about the purchase, the tablet feels very good, good quality, the Dex help mode is very useful, especially for people who need to have several apps open at once, the excellent multitasking. I haven't tried the battery as much but so far it's according to my needs, I have the 65W Samsung charger and I charge the tablet in 1h 30m, so I have no battery issues.Working with the S Pen is very comfortable, writing with it along, with palm rejection is very useful.I haven't tried it as much in games but having a common use have been very fluid the experience, The processor isn't high-end but so far I've done well in the games I've tried.What I like most is its integration with the Samsung ecosystem, I have an S22+ and passing files between devices is very easy, even to PC through Samsung Flow, the connection is very fast.For the use that the one wanted, which was basically for the University, it is really useful to take notes and work on Word or PowerPoint, even more if you add an inhalable keyboard with trackpad. Plus, it's great for watching media, with a good screen and great speakers.Being able to expand your memory using an SD card is something that is strange about today's phones and allows you to expand storage in a very easy way.I am a loyal Samsung user and I have not been disappointed with this Galaxy Tab S9 FE, if you are thinking of buying it, I recommend it.",5,Galaxy Tab S9 FE+
Kat in AZ,1/21/2025,"When I ordered this tablet, I was thinking it was pretty much the same size as most tablets my family owns and the one I was replacing, but it was a bit larger screen size. It is pretty close to the same weight as the one I was replacing, but has more memory and it works great. The stylus is so easy to use, and it attaches to the back of the tablet magnetically. I bought a case that has an open area for the stylus, with an elastic band to hold it securely, so I don't have to worry about losing the stylus, I am very pleased with this tablet overall.",5,Galaxy Tab S9 FE+
Piwai|Piwai,1/12/2025,"The Galaxy S9 FE+ tablet is much bigger than I initially expected, but it’s absolutely stunning. The premium design, paired with how thin and lightweight it feels, makes it a joy to use. It’s worth every penny, offering exceptional performance and the ability to multitask seamlessly, thanks to its split-screen functionality.The S Pen is a standout feature—responsive, precise, and perfect for note-taking or creative tasks. The camera quality is impressive for a tablet, and the sound output is nothing short of fantastic, providing an immersive media experience. Overall, this tablet combines beauty, power, and versatility in one sleek package. Highly recommend it!",5,Galaxy Tab S9 FE+
Akeeli,1/2/2025,"I just wanted a tablet for drawing with, the size is nice enough to where I can see everything and zoom in enough for the finer details.The pen is super responsive and ready to use right of the bat, no charging needed :)I did end up downloading a game or two on it just to see it’s performance and it wasn’t that good lolHonkai Star Rail, and Wuthering Waves are more demanding games than some, and while they do run, they’re crunchy !It runs Puzzle and Dragons, Clash of Clans, and Fire Emblem Heroes well enough at least— but yeah, I moreso got this tablet for drawing !",5,Galaxy Tab S9 FE+
Lyn Osborn,1/12/2025,"So far the notebook works fine.  It was in a very filmsy container that was torn open, so hoping I don't have problems down the road. The USPS shipping trail was almost laughable: It started it's journey near Cleveland, OH went to Detroit, MI, up toTraverse City ,MI, down to our town in northern IN to be delivered. BUT NO! Back up to Traverse City, then to Grand Rapids, then to Indianapolis to Fort Wayne, then finally back up to me in northern IN. I had a great time tracking this package. 🙄",4,Galaxy Tab S9 FE+
LAZYMOODZ,1/7/2025,"I've had my tablet for about 2 months now. I use it for reading and light surfing. Battery life is great because I use every feature possible to save it,  i.e. Battery life saver on, dim display, dark mode, sleep mode, do not disturb mode etc. I can't say what it's like for a heavy user but if you want a ""small screen tablet"" for reading and simple tasks, this is a good choice.",5,Galaxy Tab S9 FE+
James S.|James S.,12/7/2024,"This purchase was for my wife for Christmas. She has previously owned two Samsung Tab As. This was a tremendous upgrade for her. She says that the operating system in almost identical to her S24 phone. My first complaint is that Samsung did not include a charging block with this device. Many of the charging blocks available on Amazon have less than stellar reviews. The buyer is left to their own devices to find the most appropriate charging block online or in a retail store. This is sad considering how many iterations of charging blocks manufacturers have gone through in the past 5 to 10 years. Another complaint is that the tab (and separately ordered accessories) arrived in a box with no cushioning material, literally clanging around but this is an Amazon problem and has nothing to do with the quality of the device.",5,Galaxy Tab S9 FE+
Keith A. Smith,1/15/2025,"I have many Samsung products. TVs, phones, tablets and this s9 FE + makes the eleventh currently in use.With 12gb ram, great processor, and 256gb expandable hd, this is a bargain. Very pleased with the purchase. Very vivid high qualityscreen. Connectivity fast and simple. Highly recommended.Keith A Smith",5,Galaxy Tab S9 FE+
Plumer Lovelace,1/12/2025,"The shipment of my Samsung tablet arrived quickly. The device arrived new, and in the manufacturer’s packaging with all of the proper accessories. The technical specifications were exactly as described on the Amazon product page. I have used the product daily for a few months now and it works great. I would highly recommend this seller.",5,Galaxy Tab S9 FE+
S.D.,12/24/2024,"I used a Samsung S4 before upgrading to this one. I have had a great experience with all of my Samsung devices thus far so I was confident in buying this one. The S4 worked great for as long as I had it. The only reason I switched to this one is because I needed a bigger screen. So far, I'm loving it. The screen size is great. It is fast and has good battery life. I'm hoping to get at least as much use out of it as the previous one.",5,Galaxy Tab S9 FE+
Mountain Biker,12/13/2024,"So far I love this tablet.  The 12.4"" screen size and display clarity exceeded my expectations, and the processor speed is great too!  It was very easy to import all of my items from my old Samsung tablet, so I was up and running again in no time.  Also, the sound quality blew me away, especially considering that it's coming from a tablet.  I wish it came with a case, and it would be great if it had a USB port, but those shortcomings aren't enough to keep me from being very happy with my purchase.  I would highly recommend this tablet.",5,Galaxy Tab S9 FE+
Amazon Customer,1/22/2025,"Bought it with Big Discount, Fast and responsive. I like the S pen as I use it on drawing Apps. Best Tablet so far for me.👍",5,Galaxy Tab S9 FE+
Ralph Barker,1/22/2025,I bought this to replace a total POS chinese tablet that failed. This tablet has great construction and fast. Can't go wrong with this one.,5,Galaxy Tab S9 FE+
Shawn Bechler,1/10/2025,"Bought this when it was on sale for 399 took a chance and couldn't be happier! Good build quality,  fast perfect size, lots of fun! Very impressed. Would recommend this tab to whoever is looking for a good deal!",5,Galaxy Tab S9 FE+
Matthew Zilic,1/15/2025,I loved my iPad pro. But it was 7 years old and showing it's age.This is great. A great size to stream videos. Nice screen. Expandable memory a huge plus. And speakers are great.,5,Galaxy Tab S9 FE+
Gregory L Young,12/14/2024,"Power, power and then some more power. I never want to have buyers remorse when purchasing electronic units such as a tablet or a laptop. I don't want to repurchase my electronics every couple years to keep up with the new power hungry software programs. This is the top rated tablet on the market. Do your research. I researched for over 12 hours for my next tablet. I will be years before I need to go through that again with this tablet. Con: it needs 4 speakers, rather than the two that it comes with. The it would be perfect.",5,Galaxy Tab S9 FE+
Natacha Brutus,1/3/2025,This is a great tablet at a great price. Not much else to say. I usually get electronics from stores that specialize in electronics but the protection plans ate so pricey so i went with Amazon this time ad it was delivered in perfect condition.,5,Galaxy Tab S9 FE+
Sebastián santero,12/10/2024,"La Samsung Galaxy Tab S9 FE de 10.9 pulgadas es una opción sobresaliente para quienes buscamos una tablet de alto rendimiento con características premium. Su pantalla vibrante, resistencia al agua y al polvo IP68, almacenamiento amplio de 256GB, y batería de larga duración la convierten en una opción versátil para el uso diario que le damos. El S Pen y su rendimiento de alta calidad hacen de este dispositivo una herramienta ideal para trabajo, creatividad y entretenimiento. Si están buscando una tablet que ofrezca lo mejor en términos de funcionalidad y durabilidad, la Galaxy Tab S9 FE es una excelente elección e inversion|",5,Galaxy Tab S9 FE+
Robert W. Yenna,1/15/2025,"Excellent tablet A+, everything I wanted and more. The micro SD card of 1TB makes gives it all of the storage needed.Honestly it's more than I expected.",5,Galaxy Tab S9 FE+
Andrea Martinez|Andrea Martinez,1/9/2025,"Funciona bien, el tamaño está bien para mi, la batería está bien, carga rápido, lo único que le descargué un juego y se pegó un poco, no sé si por la tab o el juego, de resto todo se ve bien ❤️|",4,Galaxy Tab S9 FE+
Carlos,1/16/2025,"Muy buen producto y la interfaz con el pen es genial, es lo que buscaba para poder tomar notas y dibujar|",5,Galaxy Tab S9 FE+
Robert Casey,1/10/2025,"As little as I have used this, it is as reliable as my other Samsung tabs and phones.  Otherwise, Samsung has made a reliable Tablet that is both water and dirt-proof.",5,Galaxy Tab S9 FE+
Paul S. Curiale,1/12/2025,"Nothing not to like about this tablet, way faster than my aging Samsung Tab A.  Good battery life.  Minus one star due to how long it took to ship this, that was unacceptable.",4,Galaxy Tab S9 FE+
Clark Searle,1/22/2025,Fully meets my needs.  Operating speed and memory are fully adequate in my situation.,5,Galaxy Tab S9 FE+
Phillip,12/12/2024,"looking for a simple home computer but don't wan't to deal with certain OPS then this is perfect for you as it is for me. Not being top of the line at the time I got it was still perfect. The size and weight allows for easy travel and with wifi connection and the function of a smart phone, the speed of connectivity of other devises, such as a protective case doubling as a keyboard, the tablet is better than any desktop or laptop i have ever owned.",5,Galaxy Tab S9 FE+
Melinda Garren,11/23/2024,"I'm in college, and I have been taking notes by hand. Bought this soecifically because i liked the s-pen on my phone and it works like a dream for note taking. I plan on taking my calc 2 final exam using this tablet for scratch paper instead of writing it out like I had been.I also love the apps for drawing. I'm not a great artist, but I feel like I can make and implement my embroidery designs much easier now.It was very easy to set up and start using. One tip though, the packaged charging cable is usb-c on both ends. You may need to buy a new adapter if you don't have one that fits usb-c to plug into the wall.",5,Galaxy Tab S9 FE+
Oliver V.,1/12/2025,"I think this tablet is awesome with great design, very light and run very smooth the application. Happy",5,Galaxy Tab S9 FE+
Genesis,1/23/2025,Perfecto para ser cuaderno de un estudiante universitario|,5,Galaxy Tab S9 FE+
Filicia,1/18/2025,It's everything I wanted would highly recommend buying,5,Galaxy Tab S9 FE+
Bunionhead,12/16/2024,"This is a nice tablet.  I thought it might be a bit big and heavy but after using it, I find it a good compromise between my old Tab A and the new, 12+"" models.  I find it fast, the screen is crisp and the battery lasts a long time between charges.  I'm still searching for the best case/stand for it though.  It is pretty thin to hold without any.",5,Galaxy Tab S9 FE+
Yowil,1/23/2025,Awesome to take notes and study.,5,Galaxy Tab S9 FE+
Claudio D'Angelo,1/22/2025,Todo en este producto me agrada.|,5,Galaxy Tab S9 FE+
Jackie H.,1/4/2025,I have had 4 Galaxy Tabs and they were all good.  My only problem occurs when they geet older and are updated. When updated some of the features don't work properly.,5,Galaxy Tab S9 FE+
Rebecca Jones|Rebecca Jones,12/14/2024,"I am loving drawing in my kindle scribe. Not having the different pencils when you draw or color...I still love it. A bit of a learning curve. Have used it now on day 5. Reading, writing in my books, journaling, and drawing. If you love sketching and journaling and have bought more journals and notebooks than anyone else you know...than this is for you! Even though everything is in Black and white. But it's easy to use and organize!",5,Galaxy Tab S9 FE+
JustJudy,1/12/2025,I love the size and the tablet as a whole. 2023 model doesn't bother me in the least! It's brand new and works perfectly! Highly recommend!,5,Galaxy Tab S9 FE+
Thomas E.|Thomas E.,12/17/2024,My neighbor saw my package outside my door because the delivery person didn't follow my instructions to deliver it to the leasing office. Thankfully my neighbor was kind enough to keep my package in her apartment until I got home from visiting family for Thanksgiving.,4,Galaxy Tab S9 FE+
Hugo Sca,1/23/2025,Muy bueno el producto|,5,Galaxy Tab S9 FE+
Jadoo,12/6/2024,"Does what it says it will do. Nice size, works great.Would be 5 stars however -  Just be aware you have to download the Kindle App from the Galaxy store - not Google store - or some of your books won't work. Not a big deal, was just hard to find that information, wish it had been included in package.",4,Galaxy Tab S9 FE+
Veronica Subia,10/24/2024,"I was down the rabbit hole on researching the best tablet or laptop for basic writing . Things that are important to me are storage, processing input, portability , durability, accessory compatibility, and  dual functionality. I've had the tablet for about 3 weeks now and I use it daily. I purchased a magnetic bluetooth keyboard for it and it has been a seemless match. The touch sensitivity is HIGH. I'm still learning how to get used to that. I'm able to have multiple screens open and split the screen to view them at once. This is incredibly important for me and what I bought the tablet for. The battery life is very nice as well. I only charge it every other day and I use it a few hours on a daily basis. Charging isn't the fastest but it holds the charge really well ! All in all, I'd say its a great purchase for simple use .",4,Galaxy Tab S9 FE+
Amazon Customer,1/3/2025,This is a great table I can draw my art on clips studios and do my home work and feel at ease with the purchase,5,Galaxy Tab S9 FE+
Ernie,1/13/2025,Just what I needed and fast shipping also! Perfect size for me,5,Galaxy Tab S9 FE+
David Stevens,1/5/2025,Easy transfer from the old tablet.Performing as expected. Pen is a nice option for accuracy on screen selections.,5,Galaxy Tab S9 FE+
Dianne,1/15/2025,Like it so far.  Purchased as a gift for Christmas 2024.,5,Galaxy Tab S9 FE+
Bzo,10/13/2024,"I'm upgrading from a Galaxy Tab E from 2017 with 16GB storage and 1.5GB RAM.First impression, by comparison, this thing is Godly; as it should be.That hardly makes for a proper review, however, and I won't ding a seemingly good/great product with a bad review.I am very happy with the performance of this tablet so far.  5/5.I am very unhappy with Amazon, however.  0/5.I ordered a NEW product.The product I received arrived with both cardboard seals on the box removed.The box top came off in shipping.  The tablet and smaller items were loose inside the outer packing box.I removed tablet from it's tight paper wrap to find the screen covered in fingerprints.Also, one tiny scratch on the back, about an inch long, otherwise it looks brand new.I suspect it was opened gently, fondled admiringly, then regret-returned, but who knows?It hardly seems worth returning for a new one, but Amazon, my friend, you get a 0/5 on this one.I can't give that kind of oversight a free pass, hence the review.",5,Galaxy Tab S9 FE+
Josh,12/17/2024,Love it so far. No lag amd easy to write on. I prefer the smooth screen to the paper like screen covers. Integrates extremely well with samsung devices and woth Microsoft one drive and other applications. I ise it for work and for personal home use. I'm sure the OLED screen looks better but the screen on this one looks great!,5,Galaxy Tab S9 FE+
I didn't receive my item,1/4/2025,"I give it  a gift to my daughter ,she like it",5,Galaxy Tab S9 FE+
DanaakaJS,12/28/2024,"I got this on sale, and it's been a good purchase. It has good speed; great clarity and I like the size. Speakers are so-so. Battery life is very good.",5,Galaxy Tab S9 FE+
Amazon Customer,12/17/2024,"The Samsung S9 FE arrived promptly and is a great little tablet to use.  There is only one issue in my opinion, the fact that it doesn't do video out of its USB port is a bummer.  I used that feature a lot on the S5e that this tablet was mean to replace.",5,Galaxy Tab S9 FE+
Sandy,1/5/2025,My daughter says it's functional for her studies. The screen size is perfect for viewing. She loves it and all it's features.,5,Galaxy Tab S9 FE+
Pedro,1/15/2025,Ideal si sos estudiante.|,5,Galaxy Tab S9 FE+
Ronald B.,1/5/2025,Works well easy to set up.,4,Galaxy Tab S9 FE+
Rodg McDean,1/11/2025,"I was a little hesitated to purchase but glad I did ,  its everything I needed.Thanks",5,Galaxy Tab S9 FE+
finan,12/31/2024,Tablets really nice. I just don’t understand why it doesn’t come with the screen protector. I’d rather have that than the charging cord,4,Galaxy Tab S9 FE+
Buyer of stuff and things.,1/18/2025,As advertised,5,Galaxy Tab S9 FE+
Nelson Udiz S.,1/23/2025,La recomiendo|,5,Galaxy Tab S9 FE+
Bruce E. Nagel,12/12/2024,I'm glad I ordered this. Samsung is a excellent brand. I haven't discovered how to reduce the screen sensitivity. It seems that anything lightly brushing across the screen produces unintentional results. Don't know if that is correctable. I also don't care for the shutting down process. Very hard for me to accomplish in the dark. Overall though I highly recommend this product.,4,Galaxy Tab S9 FE+
Joshua carroll,1/11/2025,Great electronic,5,Galaxy Tab S9 FE+
Martin Arcomano,1/8/2025,"Leego muy bien embalada, sin sorpresas todo perfecto!|",5,Galaxy Tab S9 FE+
NewAge,1/5/2025,"I love so much this tablet, very fast, and lightweigh and high quality of material.",5,Galaxy Tab S9 FE+
Eileen Leynteng,12/25/2024,I like the amount of space it has as this is enough for what I am using it for. I believe that it is okay for specific tasks.,5,Galaxy Tab S9 FE+
Big Horn Dave,12/26/2024,"Set up wasn't as seamless as the instructions indicated. There was no owners or instructions manual included, just a very short quick start guide.",4,Galaxy Tab S9 FE+
Lily Bell,1/18/2025,Love the size-item as described.,5,Galaxy Tab S9 FE+
Mel,1/10/2025,"Super linda. LLEGÓ en buen estado, me encanta su color y va bastante rápido|",5,Galaxy Tab S9 FE+
Roberto|Roberto,12/16/2024,"La tablet es genial lo unico que voy a opinar es lo mal empaquetado que esta, para ser un producto tecnologico anteriormente compre otra pero la pantalla no funcionaba bien y lo tuve que devolver.|",4,Galaxy Tab S9 FE+
Kevin,12/11/2024,"Like the price, speed, screen clarity but the touch screen isn't very sensitive which creates issues on some games.",4,Galaxy Tab S9 FE+
Esteban Ortega,1/5/2025,"Great tablet for drawing, fast and responsive",5,Galaxy Tab S9 FE+
Cesar Barba,1/4/2025,"Tiene un gran procesador, funciones increíbles.|",5,Galaxy Tab S9 FE+
Billi Ott,12/11/2024,"Very pleased with the tablet.  The only critique I have is that once I put the case on it the fingerprint sensor did not work because could not get a good angle on it.  Otherwise, very happy with it.",5,Galaxy Tab S9 FE+
Talgat,1/4/2025,My son is happy,5,Galaxy Tab S9 FE+
Jeff T,12/10/2024,Bought this for working on vehicles so I can use it instead of packing a laptop and cords. Works perfect for what I use it for and it doesnt slow down even when I have multiple apps going.,5,Galaxy Tab S9 FE+
Dale,12/17/2024,"It's a very nice tablet, a great size, and fast too! a touch expensive but a fantastic gift..thanx",5,Galaxy Tab S9 FE+
Utr,12/25/2024,Excelente servicio y entrega en tiempo. Gracias|,5,Galaxy Tab S9 FE+
Excellent Vacuum!,12/21/2024,"We are loving our Samsung tablet, it is a great size for studying, watching videos etc.",5,Galaxy Tab S9 FE+
Scott,12/9/2024,My daughter seems to really like it. It is the right size with a good battery life. It seems very well made and durable. It is a great value and she loved the color.,5,Galaxy Tab S9 FE+
Frankie Munoz,12/20/2024,Absolutely love this tablet looks good and no issues I use mine for digital art,5,Galaxy Tab S9 FE+
Ezequiel Castillo,12/31/2024,Muy contento con mi Tab S9 FE+|,5,Galaxy Tab S9 FE+
John Galt 2021,10/16/2023,"Updates will be posted on the top.Update #3 12/07/23My FE just got Android 14 with U.I. 6.0  Quick download and install no problems.Update #2 10/30/23I noticed one reviewer said they can't stream to their projector with this tablet as it runs slow.  One thing I noticed about this tablet, and it is probably more the software is that out of box it appears apps are default set to run in the ""strict power saving"" mode.  i accidently noticed this when I had trouble audio streaming via an app.  So, I changed the power saving mode to ""optimizzed' and everything worked fine.Update #1 - 10/19/23.I charged the device from 19% to 85% (Samsung's recommended limit) using the Samsung 45-watt charger.  It took 50 minutes.  The same charge on my Tab A8 takes about 3.25 hours.It came a day early.  The packaging was excellent.I also have a Tab A7 and Tab A8.  I purchased the Tab S9 FE 10.9"" to replace the Tab A7 which stopped Android updates with Android 12.I also purchased Samsung's 45-watt charger.  The battery was at 51%.  I charged it to 91%, I didn't watch the clock so I don't know exactly how long it took but it was quick.  I then used Samsung Flow used be Samsung Switch to copy my apps and data from the Tab A8.  The Tab S9 came with a cable to I was able to use the wired method for the copying.  it went pretty quick.All the apps except two copied.  One for some reason is not compatible with the S9.  The other I was able to install from Google Play.  After that I spent a Few hours organizing my home screen with Microsoft Launcher and signing in and testing my music apps.  The audio is okay but when I connected the tablet to one of Sound Core Bluetooth-Speakers I had to turn the volume down to under 25%.The S9 FE is definitely faster than the Tab A8.  At one time I had about a half dozen apps open without a problem.  The extra .4"" in the display over the A8 is nice.  The tablet is definitely bright enough, I am keeping the brightness settings at about 10%.I haven't tried any games since I don't play them.  I did check the download and upload speed and it was basically the same as the Tab A8 which is fine for me.As far as the OS goes.  It came with Android 13 and Samsung U.I 5.1.1.  However, the Android security update was Aug 1st.  I imagine it will update soon enough.  Google Play was June 2023.  It took three restarts to bring it up to September which is a Google issue.That is it for now.  I will post an update or two to this once I get more battery and other information.Another excellent product from Samsung.",5,Galaxy Tab S9 FE+
Ash,12/17/2024,It's so easy to set up. The size is nice and big and the quality of the tablet is so good.,5,Galaxy Tab S9 FE+
britz,12/31/2024,Large screen...love it.,5,Galaxy Tab S9 FE+
MISS PRINGLE,8/24/2024,"For a long time, I was strongly considering purchasing a new laptop computer.  I looked at and pondered over the many choices before finally deciding on choosing a new tablet.  I'm so glad I made that decision!The thing I love most about this tablet is its size!  It's about the same size as a small laptop, but with all the advantages of the Android platform.  I love Android!This tablet is fast, and there is a ton of storage space.  The only negative I have found is the same as on my previous Samsung tablet:  Some keys on the keyboard are ""wonky"" (for lack of a better word).  By this I mean, that when typing on the touchscreen, there are times when the key pressed results in a different letter, or even a number.  The ""T,"" for example, will often result in the number ""5,"" right above it.  I'm sure this is my fault somehow,  but it's irritating, nonetheless.Other than that small, occasional issue, I find this tablet to be a cut above my previous Samsung tablet, which had served me well, also.  But, it was time for an upgrade!",5,Galaxy Tab S9 FE+
Kihan Kim,12/20/2024,The big screen make the wonderful view,5,Galaxy Tab S9 FE+
Diana Cornwell,10/30/2024,"I’m making this review on the S9 tablet even though it was returned.  The tablet works great, the visuals are nice. The reason for the return is that it was too large and cumbersome for the individual who was going to use it.  He needed a smaller tablet to use.  This definitely is a good tablet.  I gave it four stars only because it was too large.  Otherwise it is worth 5 stars.",4,Galaxy Tab S9 FE+
TRCIII,10/2/2024,"When my previous Galaxy tablet with S Pen began failing, I found out they no longer made that size tablet, with the minimum now being 10.9"", and I wasn't sure I was going to like it.I don't.  I LOVE IT!  Crisp display, smarter ""Smart Switch"" and built-in technology to lead you through initial setup than I remember from previous upgrades, made the changeover completely painless. Took a 1 TB memory card without issue.  Sound is better than you'd expect from a tablet this size, certainly superior to my old model.  S Pen feels sturdier (especially the pen tip) than others I've had.All in all, a great addition to the Galaxy family of Tablets with S Pen.A few weeks later:Love my Tab more than ever, every day I use it. Someone asked a question (which I was unable to answer or find again) about OTG adapter use. I put in an adapter and added on a 2 TB external SSD with no issues, was able to effect file transfers, play music off the external drive, with no issues. If you need more than the 1 TB that you can add as internal storage, no worries, theres's always a way to access more storage.",5,Galaxy Tab S9 FE+
Larry M. Bergelt,11/16/2024,"I am so glad I went ahead and bought this tablet. My last tablet was a Samsung from Verizon. Unfortunately, it and its case have seen better days. I don't need the internal wifi anymore since I am now retired and have little use for it outside of the house. I am glad to have bought the larger screen.",5,Galaxy Tab S9 FE+
"No se envía el producto desianssber que pasó,",12/15/2024,"Llegó antes de tiempo y en buen estado, esta super cool|",5,Galaxy Tab S9 FE+
Comfort Walker,11/15/2024,Lives up to the advertisement. For personal and private use. It's main limitations is me - not knowing fully how to use all its potential. But I will get there - slowly.,4,Galaxy Tab S9 FE+
Linda,11/27/2024,Light weight. Good silver grey color.  Light weight. Easy set up and use.  Can install extra memory.  Fast.  YouTube has great tutorials for use of Galaxy,5,Galaxy Tab S9 FE+
Wilma,12/10/2024,"En general me gusto mucho, lo que esperaba💯|",5,Galaxy Tab S9 FE+
Cliente de Kindle,12/16/2024,"Me encanta, es justo lo que quería.|",5,Galaxy Tab S9 FE+
Veronica V.|Veronica V.,12/11/2024,"It works well even if is a FE, nice screen size and color is cute.Excellent deal for the price",5,Galaxy Tab S9 FE+
Opiniones,12/17/2024,And mi tablet la verdad estoy súper cómoda nada que envidiar a las demás|,5,Galaxy Tab S9 FE+
marsha Fallah,11/22/2024,"I purchased this for my daughter because she is really into drawing & video editing. She loves the screen quality, size, and weight. There hasn't been any lag and the battery life seems to last. Very happy with this purchase!",5,iPad Air 13inch M2
druff09,12/3/2024,"Ordered this tablet for my son's homeschooling and wasn't disappointed.  I'm not exactly an apple enthusiast, but I can't deny how well they make tablets, and how well they hold up over time.  Like all apple devices, it's super easy to use and apple FINALLY uses USB for charging which is convenient.  Apple products are always more expensive, but the quality and value you get is really unmatched.  Not too heavy to carry around, even with keyboard attachment and has all the latest connection options for wifi or 5G.",5,iPad Air 13inch M2
