Username,Date,Reviews,Rating,Model 
Marsha,10/26/2024,"I bought this for my mom. It’s more than she will ever need. She is visually impaired so she has the text on a very large setting. But she can read and watch videos on it so she is happy, which makes me happy. Great product, highly recommend.",5,iPad Air 11inch M2
Amazon Customer,11/6/2024,"With the price and the delivery timing, I went with ordering this product on Amazon versus in a store.The delivery was much faster than purchasing it.",5,iPad Air 11inch M2
Carlos,11/22/2024,Justo lo que necesitaba.|,5,iPad Air 11inch M2
Gavin Rothschild,8/1/2024,"The case fits nice, but when the cover is folded over it gets off kilter a bit. This case is a fingerprint magnet, so if you plan on showing this off, you may want to wipe it down first. The triple fold works well to stand up your IPad and works on flat surfaces or your lap. The case is thin and probably wouldn’t save your IPad in a drop situation. This lack of material does make the case very light. I’ll use this at home, but I’d get another case if I was traveling with my iPad.",4,iPad Air 11inch M2
Andrea,10/24/2024,"New iPad Air 11-inch. Speedy, beautiful colors. Battery lasts all day and I use it heavily throughout an eight hour work day. Still has battery life at night. Perfect size. Throw it in practically any bag. I use it with keyboard cover and ipencil for work. I carry it everywhere and take notes. Can dictate notes with Noteability app. Ipencil allows me to write on the screen and it can turn to typed text if you want it to.",5,iPad Air 11inch M2
Joe F.,10/11/2024,This product is so much better than other brands! Very impressed with my first Apple product...,4,iPad Air 11inch M2
Galileon,9/7/2024,"As indicated in the headline, this iPad comes without a headphone jack. I figure this is one of the ways Apple gets back at the EU for forcing them to switch to the more commonly available usb-c port.If you want to use headphones with this pad, your going to have to buy an adapter. 3.5 to usb-c.Amazon has this one: USB Type C to 3.5mm Female Headphone Jack Adapter",4,iPad Air 11inch M2
R. M. Wolfe,11/23/2024,works great,5,iPad Air 11inch M2
R2,1/18/2025,"We expected the back to have that beautiful art but it's just a flat, boring baby blue.Otherwise, it's just an iPad that works with the top end pencil.  Not particularly impressed.",3,iPad Air 11inch M2
Milagros,11/26/2024,Good,5,iPad Air 11inch M2
Mike,11/21/2024,So far so good,5,iPad Air 11inch M2
Gigi,11/9/2024,"Wish it would come with a longer charger, but honestly I cant complain.",5,iPad Air 11inch M2
Punksecor The Muze,9/4/2024,Needing to have a type of computer to work on while away from home became immediate. Prime had said product would deliver in several WEEKS after purchase. I called & supervisor tried. He may have made something happen I believe so thankful I called Prime. Tablet works terrific thus far. Delivered safely.,4,iPad Air 11inch M2
Jodie Campbell,10/2/2024,This is a fantastic iPad Air. I use it every day and have it with me all the time. My previous one died after many years of heavy use. The updates on this new one are great. The screen resolution is really beautiful. It’s lighter in weight than my old one and a little thinner. The camera takes gorgeous pictures. I’m extremely happy with it. It was so simple to transfer everything because it was all in the cloud. Setup was a breeze. I have absolutely no complaints.,5,iPad Air 11inch M2
Satisfied customer,9/17/2024,"I think, for the price, they could throw in some kind of protective cover.  One star off for lack of protection.",4,iPad Air 11inch M2
jackson Joseph,7/9/2024,"It's a great, super fast. It's my first time using an apple device. I still prefer my android tablet that I used to have. But as with my galaxy tab, for the task I use like reading, browsing, and watching videos, this too seems too powerful and kind of feels like a underused. So, make sure you first thing of what you are going to use it for. If you are never going to use the power of the m2 chip, you would be better off spending money on the 10th generation or get a fire tablet or the galaxy A9. Again, the tablet is fantastic,  but not worth the money if all you are going to do is watch, read, and browse.",5,iPad Air 11inch M2
Amazon Customer,11/4/2024,I ordered this for my wife.  She’s relying on it more and more as she gets accustomed to it.,5,iPad Air 11inch M2
BreezyKen,10/15/2024,"I like the size and the faster processor.  I ordered a blue case, the box said it was blue, but it is actually silver!  I guess I could return it, but that is such a hassle.  I'll probably put it in a rugged keyboard case, so I'll never see the back anyway.",5,iPad Air 11inch M2
Nina Bennett,10/16/2024,Lightweight & easy to use for work tasks,4,iPad Air 11inch M2
Alexander Vieths|Alexander Vieths,9/1/2024,Needed my own iPad instead of always using my wife’s. I love to draw so I mainly use it for procreate. The battery life is great. I can draw almost a whole day or two on one charge. I got the blue one. The color is nice. It’s a blue metallic. The weight is incredible. It feels like nothing. It performs very well. I haven’t had any issues. The reaction time and speed are very good as well. I use it everyday. I love it. 10/10,5,iPad Air 11inch M2
Suebknitter,10/10/2024,"This is my third IPad over the course of years. The size is perfect, it performs well. I like reading digital magazines from the library on it.",5,iPad Air 11inch M2
Rishabh Misra,10/31/2024,Happy with the purchase. Authentic product,5,iPad Air 11inch M2
Gatlin,11/21/2024,"I bought this to upgrade my iPad Air 7. I was disappointed that there was little difference in speed, etc. The relocation of the home button is very difficult to get used to, especially if you use it primarily in the landscape position. I came very close to returning it, but in the end, I decided to forego the hassle of returning it. The only thing I find ""good"" about it is that Apple finally got the volume buttons correct - left for lower sound and right for increased sound. I have 4-5 iPads that I use in various locations that are various Gens. Apple needs to come out with a measurable improvement to get me to upgrade anytime soon. 35 years as an IT MGR.",3,iPad Air 11inch M2
Nelson Bergman,6/10/2024,"IDK what engineer/committee approved this design. M2 chip great. 11 "" compared to 10.5 meh! I'm certain the additional  half inch allowed room to add some ""stuff"". Same width as previous 10.5 model easier to manufacture? But why the did Apple move the Smart Connector! It is now on the back where it is basically useless. Perhaps Apple was afraid that the previous design made the iPads potentially too useful? Anyone who can afford a MacBook is unlikely to buy an iPad to save a few dollars. Plus we are talking iPadOS vs. MacOS.Don't be afraid to buy this iPad for performance issues but consider the case/keyboard limitation.",4,iPad Air 11inch M2
Allen S.,9/20/2024,Very fast. My wife had been using an IPad 9.6” which was bought new when it first released. Finally she has been needing an update so I purchased it for her. She absolutely loves it. Runs everything better than she ever imagined!,5,iPad Air 11inch M2
Erin,7/19/2024,"I’ve been wanting a new iPad for a while and definitely do not regret my purchase one bit.  I bought this along with the compatible Magic Keyboard case and it’s legit a miniature version of my MacBook Air.  The only thing I’ll say, which is not a reflection of the product, but the supplier (Amazon), I paid for a “new” iPad, but received a “new, but opened box.”  The product itself was brand new and didn’t appear to have been touched so I didn’t bother requesting a new one, but worth being noted that it was clearly a return and not listed as “open box,” so beware of that.",5,iPad Air 11inch M2
EBERLYN,9/26/2024,El artículo me gustó pero el tiempo en recibir fue de casi un mes por la espera|,4,iPad Air 11inch M2
DB,1/22/2025,"The phone arrived faster than expected. It has very minimal wear marks on it, but no scratches. It looks brand new. The battery health said 99% and had 156 charge cycles. Overall I would say the money savings over buying this phone brand new was well worth it.",5,"iPhone 15, 128GB"
Rob Drs,1/5/2025,"I wanted to take some time before leaving a review, and after a few months of use, I can say I’m very satisfied with this phone. It’s fast, arrived in excellent condition, and works perfectly. I also opted for the monthly coverage plan, which costs $8.07, and I believe it’s worth it for peace of mind in case of any damage or issues.The only downsides are that the packaging felt a bit cheap, and the included charger is low quality. However, these are minor drawbacks, and overall, I highly recommend the Amazon phone store.",5,"iPhone 15, 128GB"
Cold in Upstate New York,12/28/2024,"I was a skeptic about ordering a refurbished iPhone.  I had an iPhone 8 and didn't want to spend a fortune on a new iPhone.  My friend talked me into purchasing a refurbished iPhone from Amazon.  Reluctantly, I ordered an iPhone 15 since it was rated Excellent and the price was right.  It was sent via FedlEx and I was required to sign for it.  It arrived quickly and was well packaged.  It is in excellent condition and doesn't look used at all.  It was very easy to set up and within a few hours was using it like I've had it forever.  I am very pleased with my new iPhone and highly recommend Amazon's refurbished products.",5,"iPhone 15, 128GB"
Gabi|Gabi,1/17/2025,"This phone is exactly what I paid for. There are only a few tiny scratches on the screen, but you can hardly see them - I only noticed it while i was cleaning the screen to put on the screen protector. Functions week. I transferred all my data from my previous iPhone using ICloud and set up the eSIM super quickly and easily. Phone calls were easy to hear and they could hear me well. I haven’t listened to music on it yet but I’m sure it’s good! Good price for a good product, battery is perfect! It also arrived quicker than expected so that was wonderful.",5,"iPhone 15, 128GB"
Carmenn????|Carmenn????,1/17/2025,"This iphone was in excellent condition. There was no noticeable damage to it at all. The only thing that went wrong here was the delivery process but that was 100% NOT this company’s fault. It was drawing near the holidays and FedEx was “ allegedly” super busy and was delaying my package for multiple days. I reached out to the company and they gave great advice and help me, so big shout out to them. I enjoy my phone and had it for a full month now. There’s no complications and it’s a great iPhone.",4,"iPhone 15, 128GB"
Paul Williams,12/30/2024,"It was time for Mimi to get a new phone as her Iphone X was starting to give her problems. As everyone knows now, if Mimi is not happy, only grandkids are happy. Mimi needs long battery life and storage for more photos and videos.The camera is awesome and easy to take great pics with Mimi now acting more like Ansel adams. Low-light shots? Perfectly detailed. Portrait mode? Like having a professional photographer in your pocket.The battery easily lasts a full day, even with Mimi use. Now, she has very few apps in her life and in the past her battery drain was the biggest issue. That is now corrected and Mimi is happy.",5,"iPhone 15, 128GB"
Alfreida,1/5/2025,"Upgrading from a IPhone X to a IPhone 15. Had my X for 6 years; which was refurbished as well! Phone came quickly, in 3 days! In Excellent condition, With a screen cover! Thanks for the opportunity to purchase! Hope I have years with this phone as well!!",5,"iPhone 15, 128GB"
Katherine B.,1/9/2025,"I always buy my phones and this was my first purchase of a refurbished phone. For all I can tell the phone is brand new and was easy to set up. The only reason I’m giving it 4 stars not 5 is because the charger and cord that came with it are not compatible with the iPhone i bought, but on a good note it does work with my iPad. I had to go out and purchase a compatible charger and cord for the iPhone.",4,"iPhone 15, 128GB"
ARK,1/12/2025,"Had a little trouble transferring to eSIM, but it ended up all working out. There was a minor cosmetic issue on the bottom right corner where the aluminum had been dented, but other than that I am satisfied. Much cheaper and than buying even Apple Refurbished, and the worst case scenario is that you get a dud and return it with Amazon's forgiving return policy.",4,"iPhone 15, 128GB"
Margaret S. Primm|Margaret S. Primm,1/20/2025,I wish they would care to say why they would mail an iphone to me with the box all nasty as this.Very disappointed.. although the phone it's self is fine the packaging is NOT.,4,"iPhone 15, 128GB"
Kyia Louis,1/11/2025,"The phone got delievered quicker than expected, the quality of the phone was great! I just did not like how scratched up the screen was so I will probably pay to get it replaced. Other than that I would definitely buy another phone from this company",4,"iPhone 15, 128GB"
Christian L,1/18/2025,"Producto realmente excelente, al momento de la compra se indicaba que era reacondicionado excelente, pero al recibirlo realmente sigo pensando que es nuevo u Open Box, ya que no tenía ningún rasguño, en SV funcionó sin problemas",5,"iPhone 15, 128GB"
Brooklyn,1/15/2025,"I was a little hesitant at first to purchase being as I’ve never ordered a phone off Amazon. I am so over the moon withy purchase! Came super quick the phone has no marks scratches anything. Phone works great charges quick, 10/10",5,"iPhone 15, 128GB"
Katt,11/25/2024,"Phone was as listed, however they do not come with chargers that work with Apple products. The seller does respond quickly, however after my second charger from them not working on any of my Apple products, I’ve come to the conclusion that they just don’t offer chargers that are compatible with my phone. Just make sure you have a charger ready to go for your new phone, and you’ll have no problems. Over all, I suppose I can’t complain too much, I got a good phone for not a huge hit on my bank account. I’d still purchase from them in the future.",4,"iPhone 15, 128GB"
Garraat Somboon,1/14/2025,First time getting a renewed device and have 0 regrets. Aside from some minor scuffs on the phone it's nothing too jarring. Can't really complain about it either since it came with 100% battery health. Overall well worth the money.,5,"iPhone 15, 128GB"
me|me,1/19/2025,"I love my new phone !! It was so easy to manage and change carriers , the battery health was at 100% I recommend buying from them !!",5,"iPhone 15, 128GB"
Amazon Customer,1/15/2025,"Had bad experience buying a phone on Amazon the retried with these guys and not disappointed, The package came 4 days early! And the battery was at 100%. No major scuff or scratches.",5,"iPhone 15, 128GB"
Rickysilica,1/16/2025,Super happy with my purchase. Phone works great. Didn’t have any problems getting it hooked up to my current Verizon plan. Highly recommend this shop. Tysm,5,"iPhone 15, 128GB"
Dorreus F.,1/15/2025,I love this new iPhone 15 it’s sleek smooth and quite loud??. Thanks so much highly recommended,5,"iPhone 15, 128GB"
Justin|Justin,12/26/2024,"There isn’t any scratches or dents, battery health is 100%, still has some type of warranty on it. For all purposes besides the box it seems like new even came with a usb c to usb c charging cable and came with a return guide just in case.",5,"iPhone 15, 128GB"
Amazon Customer,1/18/2025,Better price than elsewhere. Looks and works like new.,5,"iPhone 15, 128GB"
Knife broke,1/17/2025,I recommend this iPhone 15 works good,5,"iPhone 15, 128GB"
Margarita Cazares|Margarita Cazares,12/13/2024,"This is the 3rd time I’ve bought a used phone off of Amazon but the first time buying from this seller, and I’m not disappointed! The phone was in great condition, came with a charger, and had a great battery life. Phones go down in value so quickly, so I just can’t stomach paying full price for a brand new one when a used one like this works perfectly! This phone was for my friend, and he loves it.",5,"iPhone 15, 128GB"
Cerulean5,1/13/2025,it’s a great refurbished like new phoneMy only complaint is that it wasn’t a smooth transfer of service I had to contact Amazon live chat twice. I had to contact Apple twice and I had to contact TMOBILE twice and then a third time I had to drive over to T-Mobile to actually transfer my service for my iPhone 6 SE to my iPhone 15. I am currently pretty happy with the iPhone 15 sometimes the screen Gets frozen not sure if that’s because I have to keep updating the iOS. I guess Apple phones are all the same. I’ve never had an android so I have no idea how to compare it but so far the photos are much clearer and work much better.,3,"iPhone 15, 128GB"
Marinelis,11/27/2024,"He tenido la oportunidad de comprar artículos en Amazon Renewed y acerté con esta compra no solo fue uno sino no 2 y les puedo decir que llegaron en calidad de nuevos las baterías ambos tenían solo un ciclo de carga ambos sin ningún problema estético, solo los cargadores no vienen los originales pero eso para mi no es ningún problema ya que aquí Amazon tiene muchísimos y de muy buen a calidad. Les recomiendo este vendedor ya que sus productos vienen bien inspeccionados y con calidad 100% garantizada",5,"iPhone 15, 128GB"
Steven Lowe,1/1/2025,Was able to save a few hundred bucks and not get roped into a payment plan. Would recommend to a friend,5,"iPhone 15, 128GB"
Gregg,1/3/2025,"Battery life was at 90 percent.  Its IOS did need an update, but that was expected.  Everything just works!",5,"iPhone 15, 128GB"
Sebastian|Sebastian,12/29/2024,"The phone is practically new, battery at 100 and without defects, I am very satisfied with the purchase, taking the risk was worth it ??",5,"iPhone 15, 128GB"
Urs K.,1/8/2025,Es prácticamente un IPhone nuevo (código M). Nada que objetar ??,5,"iPhone 15, 128GB"
M|M,12/28/2024,"Seller you did an excellent job, best phone I've ever purchased from Amazon battery is 100. Phone is spotless",5,"iPhone 15, 128GB"
Sandra L. Cassidy,10/16/2024,"The packaging and shipment handling not up to par for price collected. Much less Amazon! No original box or packaging,  ""how to use"" booklet, and charge cord was very worn. The protective phone packaging for normal, much less abusive handling was scant...it stated it was ""refurbished"" so I was expecting to receive a much more professional presentation. Looked like a teenager put it in a small box with an old ""C-cord"" and mailed it. Next buyer beware....",4,"iPhone 15, 128GB"
Randi Williams,12/29/2024,Phone was in amazing condition. I got a cord and charger with it. Very happy with the purchase,5,"iPhone 15, 128GB"
Chrissy,12/7/2024,If you are looking for a phone to take great pics than this is it. Pictures comr out so clear ehen you take them. I love it.  All of thr features are the same but if you love taking pics like me than this us the phone to get.,5,"iPhone 15, 128GB"
mike covie,1/6/2025,"My wife likes it, works great",5,"iPhone 15, 128GB"
Aina|Aina,9/14/2024,"PROS:El movil funciona perfectamente y la bateria esta al 100% de su capacidad y con 0 ciclos de carga.CONTRAS:Tiene una pequeña rayada en la pantalla, que tal y como se indica es una posibilidad que asumes al comprar un telefono reacondicionado. Este estaba en estado ""Excelente"" asi que no deberia ser perceptible a 30cm. La verdad es que le he puesto un protector de pantalla y solo es perceptible si esta la pantalla en negro y te fijas, sino no se ve nada.En la parte trasera tambien tiene una que parece mas sucio que rayado pero con una funda tampoco se nota tanto.",4,"iPhone 15, 128GB"
SAABARA,10/28/2024,"The phone works as good as a new phone and in great condition. Arrived on time. It is not the color I ordered. Has a different kind of charger than my old phone but only came with the cord, not the wall plug.",4,"iPhone 15, 128GB"
ling|ling,12/12/2024,"the phone works perfectly fine itself, i was a bit nervous when i received it.. i save tons of bucks on this im so happy with my purchase, however, the battery health im not so happy with",5,"iPhone 15, 128GB"
Gwen,12/17/2024,"I am satisfied with the iPhone. It looks new, has good battery and works without a hitch. It is unlocked so it worked perfectly for me to use outside the US.",5,"iPhone 15, 128GB"
Macey,12/4/2024,"Great product and saved me so much money compared to if I was gonna have to buy a brand new phone ?? amazing condition, can hardly tell it was ever used, and seamless transition from my old phone to this one10/10 experience and I would shop from this seller again",5,"iPhone 15, 128GB"
Ivan Velikov|Ivan Velikov,10/14/2024,The cycle count is a bit higher than wanted and the maximum capacity is a bit low. I didn't expect a brand new phone but still was hoping for at least maximum capacity of 100%. Great color but a few searches and the battery does seem to die kind of faster than expected. For the price not too bad.,4,"iPhone 15, 128GB"
Fariha,9/18/2024,"3.5 star out of 5I have bought this iphone 15 256 gb renewed-excellent phone recently. I have been using it for 20 days now. One issue i’m having is battery usage. The battery drains pretty fast for an excellent condition phone. Im not a heavy user, as i used my phone for call, txt, online shopping, little bit social media and reading. If i start my day at 80% i need to charge it again around 11p to 1a of the next night. So im charging it everyday.",4,"iPhone 15, 128GB"
Cheeks,11/14/2024,Not a big fan of iPhone it was on great condition when I got it.,4,"iPhone 15, 128GB"
Amazon Customer,1/3/2025,Legit!,5,"iPhone 15, 128GB"
Thet91,12/10/2024,"I was hesitant ordering this as a renew, but the phone looks and acts new. The charging cord and cube I received looked new too. I didn’t have any issues switching out phones.",5,"iPhone 15, 128GB"
yasemin,12/4/2024,"I was very skeptical of the cheap price and buying a phone off Amazon, however, i've been using this phone for over a month now and it feels like it's brand new. The battery is at 100% and it's overall perfect. Thank you to the sellers",5,"iPhone 15, 128GB"
buyer007,10/14/2024,Device was brand new and excellent condition.Only thing stopped me for giving 5 star rating is that the charging cable looks very cheap and not up to standard of buying an iPhone.,4,"iPhone 15, 128GB"
Lalise terefe,12/14/2024,"It is really good quality, it's really not a scam, andgood as new!",5,"iPhone 15, 128GB"
ANGELICA,12/17/2024,The package was a little concerning but the phone works great,5,"iPhone 15, 128GB"
Victor Moore,12/15/2024,The product was like new. Ready to put to use. I am extremely happy with this purchase!,5,"iPhone 15, 128GB"
Debbie de Juan,11/2/2024,The Phone did not come in the original box.,4,"iPhone 15, 128GB"
Amazon Customer,10/4/2024,"Phone is fine and transfer of files, etc., from old phone was smooth, However, the charging cable does not work when plugged into USB port, and I had to buy iphone charger and cable. Charges fine.",4,"iPhone 15, 128GB"
Mr. Chris,12/9/2024,"Got for a gift, so I'll know how the battery life will be later, but upon inspection the condition of this product it was flawless.",5,"iPhone 15, 128GB"
Adan Lopez|Adan Lopez,11/21/2024,Very satisfied with this purchase. This is the “acceptable” version. Works perfectly & screen had no scratches. Got it activated with my carrier (Metro by T-mobile) with no issues… small blemishes were expected but they will be unnoticeable with a case. The included charger is a plus. Thank you!,5,"iPhone 15, 128GB"
Anonymous|Anonymous,11/30/2024,Love this product nothing was damaged or screen no scratches when I got it in. Everything works well but is not sim card compatible. Charging speed is excellent as a newer phone.,5,"iPhone 15, 128GB"
ST,1/8/2025,"While my iPhone 15 arrived earlier than expected, it does come with some defects. The camera function is hazy and freezes up constantly. Do I even order another one?",3,"iPhone 15, 128GB"
Stephanie,10/26/2024,Screen came with a little crack,4,"iPhone 15, 128GB"
Nate Marcellus,11/12/2024,"Phone came nicely and neatly packed, I opened the case to find my phone in perfect condition, 100% battery capacity, and pretty decently charged. I have also had an incident with support which they ended up resolving in that same day and they were really friendly and helpful. Phone was also still within apple care warranty!",5,"iPhone 15, 128GB"
Alazarea,12/6/2024,Great this save me 200 dollars and came in overnight shipping  no scratch’s or cracks,5,"iPhone 15, 128GB"
Todd A. Gengenbach,12/3/2024,"This phone was sold as ""good"" but I couldn't tell it had been used before.  Very satisfied with purchase.",5,"iPhone 15, 128GB"
Adam R. Suvlu,12/10/2024,"The iPhone came with 100% battery, I recommend buying this product",5,"iPhone 15, 128GB"
Joseph|Joseph,12/31/2024,Everything works fine just that the phone had been chipped around the frame of it. Battery 94% health. Phone also had screen protector pre-installed which is nice. Ignore the stickers my sister added those when she opened it.,3,"iPhone 15, 128GB"
Bella,11/14/2024,I use this phone everyday no issues!! I know buying a phone off Amazon seems sketchy but they come in great condition doesn’t heat up and it’s not slow either!! Much cheaper option then Apple for the same like brand new product!! If ur thinking about it just do it!! No regrets!!!,5,"iPhone 15, 128GB"
frankie,10/20/2024,"So far everything works very smoothly, battery is fine, no serious chips just a tiny tiny dent on the back. Only thing is the screen was obviously what was replaced because it’s very warped, but it doesn’t effect the actual display or touch so unless that would bother you it’s a non issue. another thing, if you get the 15 DO NOT do the data transfer on set up then update, the update will not install. either set it up without or do icloud, then do the update from the settings, then do your data transfer, i promise it will actually save you time in the long run",5,"iPhone 15, 128GB"
Sushang,12/1/2024,The phone was like new without any scratches or dents and everything works fine.Looks like just took out from the box.,5,"iPhone 15, 128GB"
Destiny,11/21/2024,"Hi,The quality of this product was great. For sure it was like brand new.But the issue was when attempting to connect it to my cell carriers network, we were unable to connect it successfully. Our carrier said that the phone was reported lost or stolen by its previous carrier, t-mobile, so therefore it could not be used.Sucks to say the least because it was a present for someone. Hopefully no one else encounters this issue.I will be returning it and expecting a refund for it.",3,"iPhone 15, 128GB"
TED,12/5/2024,It is faster & has more options than the old one I had.,5,"iPhone 15, 128GB"
ingrid j.|ingrid j.,11/27/2024,"No tiene ningún rasguño y en buenas condiciones solo que la batería estaba al 89 pero no afecta su funcionamiento,lo volvería a comprar ????",5,"iPhone 15, 128GB"
Tony,12/10/2024,Lo mejor de lo mejor,5,"iPhone 15, 128GB"
Akash Tamang,12/5/2024,It’s in excellent condition. 100% battery health with 50 Cycle Count. No physical dents or scratches. Great phone!,5,"iPhone 15, 128GB"
Madeline|Madeline,6/12/2024,"Upgraded from my iPhone 11 that was suffering due to poor battery health after many years of use. Was nervous about buying a refurbished iPhone but thought that Amazon is a trusted shopping center that I might give it a try to buy the new iPhone 15 for a discount through this seller. This iPhone 15 is a great upgrade. I watched a few videos online to make sure this phone was authentic and from my observation it is just like new. The phone came with 100% battery health and only 12 cycles on it. Battery works really well. Has a 5G connection and setting up the phone with my cell carrier Verizon was a breeze with e-sim feature. The phone came with a charger as well. The camera takes really great quality photos as well (Picture of the pink rose is the iPhone 15’s camera quality). You should expect to find all iPhone 15 features on this phone, including the Dynamic Island, if you so choose to purchase this refurbished model. The only fault on this phone is that it heats up every time I’m on a video call. However, through research it seems this problem might be the same with all iPhone 15 models through Apple. After my experience shopping for this new phone I would consider buying a refurbished device in the future with Amazon again as well. Such a great deal for a new phone.",5,"iPhone 15, 128GB"
Shmee,10/7/2024,good quality phone! perfect condition,4,"iPhone 15, 128GB"
Marcelo,1/11/2025,Sin cargador,3,"iPhone 15, 128GB"
Bernita Brown author of Snowbird Mating Season and Jesus in My Golf Cart,12/27/2024,I like the color and was happy to receive the phone BUT can’t  transfer from my old phone.,3,"iPhone 15, 128GB"
Anthony Convento,11/8/2024,Mine came in flawless and the battery health is 100%. I have been buying phones through Amazon Renewed for the past 3 phones now and not one complaint. Much cheaper than buying a brand new one while still boasting almost the same condition. Highly recommend!,5,"iPhone 15, 128GB"
Recommend but be aware!,8/12/2024,"I love this phone, but there’s also some few things that I’ve noticed there were some scratches (hardly noticeable) and the charger that was given, didn’t come with the charging block, but I gave this 8 out of 10. I would recommend this to anybody.",4,"iPhone 15, 128GB"
