Username,Date,Reviews,Rating
Calligraph,"Reviewed in the United States on April 24, 2024","The phone I received has atrocious battery life without going into the Android Developer settings menu, turning on a ""Sensors Off"" setting, and enabling it.What can you expect with a second-hand phone, though? It works just fine and it has a very silky smooth screen. It's really light and thin, easily pocket-able, and while not the most relatively powerful FE series phone, works fine for my job. Except for disabling ""Sensors Off"" every time I get a call because it disables the telephony microphone, which admittedly is due to my workaround to save my battery.",3
Francisco Javier Morales,"Reviewed in the United States on August 28, 2024","It worked amazingly since I got it but now the wifi won't even turn on, in the device",3
sushicatlover,"Reviewed in the United States on December 23, 2022","I took alot of time to research phones and sellers.  We were switching carriers to xfinity.  Naively I thought that an unlocked phone was good to go and of course you can't access an imei number to check in advance.  We were phoneless for about a week.  Thank goodness all we usually get are junk calls.  Down to the xfinity store we go.  This particular brand, we found out later, DOES NOT WORK MOST OF THE TIME even if it is unlocked.  Then starts the arduous process of reordering another model and returning this one and the case I ordered.  I really needed to chat with Amazon but neither my Amazon app nor my computer could point me to customer service.  They just wanted to automate everything.  I needed help.  Anyway, what I learned is that even an unlocked phone often does not work if your carrier is different from what the phone had been used on.  So do you feel lucky?  Too bad the phone looked new.  So another week without a phone.",3
Jessica Holland,"Reviewed in the United States on August 3, 2024",I bought this phone but ended up returning it as I couldn't set it up with my current carrier. But the phone itself arrived as described,3
Vish Fj,"Reviewed in the United States on May 27, 2024","Good phone but says it Dual Sim on features and spec when it’s not. The phone was received in good condition and brought to Fiji by a family member. No issues with the network here, just it’s a single sim phone. Hope I can recover the cost by selling it to someone else as it’s a lot of hassle to send it back.",3
sylvia russell,"Reviewed in the United States on January 27, 2023","Original review: The charging port on the phone I received is finicky, and it often goes back and forth (i.e. actively charging for a few seconds, then not charging for a few seconds, then back to charging). Although it's finicky, it does charge to 100% and it holds the charge well. The camera is pretty dang good on this too!2 week update: The charging port barely works at all now. I noticed it was a bit weird the first day I got it, and I incorrectly assumed that it wouldn't be much of a problem. But it worsened pretty quickly and it's now at the point where it barely charges at all. It's disappointing because this phone was advertised as being in ""excellent condition"". I've submitted a return request and I'll be ordering a replacement once I receive my refund.",3
Pedro,"Reviewed in the United States on July 13, 2024",Buen equipo funcionado excelente|,3
Linda caparelli,"Reviewed in the United States on June 11, 2024",Fast delivery ... very bad battery life dosen't last through the day,3
justino,"Reviewed in the United States on March 28, 2024",No me agrado por qué trae un virus de pornografía y se lo compre a una mujer y ella piensa que yo miro porno es mejor comprarlo nuevos que agarrar un tel usado cuidado|,3
Danylo,"Reviewed in the United States on March 3, 2024","Phone was in the excellent condition and working properly. However, it was Verizon locked, not unlocked as described, so I have to return it.",3
stephenmuto,"Reviewed in the United States on December 1, 2023",The product is great but the device is owned by a company that is controlling it and won't allow you to do specific things such as make a samsung account nothing to do with device just amazon product testers truly test the product please 🙏,3
Steve Martinson,"Reviewed in the United States on February 23, 2024",Phone came delivered as expected but didn't work on xfinity network  sadly had to return,3
Connie. Rosenbaum,"Reviewed in the United States on January 3, 2024","THE PHONE HAS A LOT OF SCRATCHES ON THE SCREEN! HOOK THE PHONE UP & IT'S DOING GOOD & CHARGING GOOD.I HAVE NEVER BOUGHT ANY PHONE USED THAT HAS COME WITH SCRATCHES ON IT. NOT HAPPY ABOUT THAT FOR THE PRICE I PAID FOR IT. SENDING MY OLD PHONE BACK TO YOU SO YOU CAN CREDIT MY AMAZON ACCOUNT . I DO THINK I SHOULD GET THAN YOU SAID I'M GETTING BACK..I HAVE OCD & I LIKE MY STUFF TO BE LIKE YOU SAY IT IS& NOT LIE ABOUT IT.SO I'M STUCK WITH IT FOR A WHILE BECAUSE I CAN'T AFFORD ANOTHER ONE. I WOULD TAKE A PICTURE OF IT BUT I DON'T HAVE ANY WAY TO DO THAT. BELIEVE ME I'M DEFINITELY NOT LYING OR TRYING TO MAKE YOU LOOK BAD.. I'M JUST TELLING YOU THE TRUTH. THANK YOU..YOUR PHONE DIDN'T LAST 3 MONTHS BEFORE IT STOP WORKING LATELY COMPLETELY.. ASK FOR ANOTHER SIM CARD & IT DIDN'T WORK,WAS TOLD TO PUT MY OLD ONE BACK IN AND DIDN'T WORK .TOOK IT TO A VERIZON STORE WHERE HE TRIED A 2ND SIM CARD & IT DIDN'T WORK.. I HAD TO GET A DIFFERENT PHONE & WAS WITHOUT A PHONE FROM FRIDAY TILL TUES  .I AM 67 YRS OLD & HAVE CANCER . I HAVE A SPECIAL NEEDS SON IF NOT FOR MY HOUSE PHONE HE COULDN'T HAVE GOT A HOLD OF ME..YOU SHOULD BE ASHAMED OF YOURSELF AND REFUND ALL MY MONEY BACK.. THIS HAS TAUGHT ME AT MY AGE PEOPLE STILL CAN'T BE TRUSTED .I FEEL SORRY FOR YOU BECAUSE YOUR DAY WILL COME WHEN SOMEONE LIES TO YOU AS SOMETHING & AS MUCH AS IT COST I SHOULD GET ALL MY MONEY REFUNDED TO ME ..I HOPE NO ONE ELSE BUYS ANYTHING OFF OF YOU",3
Nathan|Nathan,"Reviewed in Canada on January 26, 2024","The charge does not work right out of the box, and the box came delivered damaged inside the delivery box... I would be weary of ordering an Amazon renewed phone again...if you are Canadian, I also ordered a phone from Orchard in GTA... I got my order through Canada Post in less than 48hrs, the customer service is excellent, and the phone works perfectly. I recommend them as a first choice.",3
Sylvain Thibodeau,"Reviewed in Canada on June 11, 2024",Remis a neuf|,3
En la caja venía si protección ni espuma ni papel burbuja ni nada la caja estaba muy grande del dispositivo por lo cual se movía mucho con el movimiento  tenía una pequeña astillada en la esquina superior derecha y un golpe algo marcado en la parte inferior izquierda,"Reviewed in Mexico on July 12, 2024","|The video showcases the product in use.|The video guides you through product setup.|The video compares multiple products.|The video shows the product being unpacked.|Video Player is loading.||Play Video||Play||Mute||Current Time|0:00|/|Duration|0:21|Loaded: 28.60%|Loaded|28.60%|Stream Type||Seek to live, currently behind live|LIVE|Remaining Time|-|0:21||Playback Rate||Chapters||Descriptions|descriptions off|, selected||Captions|captions off|, selected||Audio Track|default|, selected||Fullscreen|venía en una caja mas grande que dispositivo por lo cual tenía mucho juego en la caja y mucho movimiento  y venía sin ninguna protección ni espuma ni papel burbuja ni nada 🙌al abrirlo me doy cuenta que está hastillado de la pantalla no se si así lo hallan en Sido o durante el camino le halla pasado en el caminoAl parecer funcionamiento todo bien pero el gran detalle de la pantalla que viene astillada y eso afectará al lamproteccionncontra agua 🙌Espero y mejoren su embalaje 🙏🏻|",3
David Reyes|David Reyes,"Reviewed in Mexico on May 23, 2024","Es un buen teléfono,  estéticamente luce muy bien y es cómodo al tacto, pero se calienta rápido y solo lo he usado para ver videos de redes sociales,  no creo que soporte para juegos.|",3
Derek,"Reviewed in Canada on July 31, 2023",Half battery used in 4 hrs. Phone will not last 8 hrs under normal use.,3
Peluche,"Reviewed in Mexico on May 28, 2024",El celular es remanufacturado y si traia un detalle funcional pero Amazon pudo resolverme el asunto muy bien.|,3
Adriel Cardenas,"Reviewed in Mexico on January 22, 2024",El teléfono por afuera está en excelentes condiciones parece nuevo sin embargo la funcionalidad deja mucho que desear. En mi caso la batería no alcanzaba para un día. Y adicional la señal (datos) a cada rato me decía que estaba desconectado.|,3
Miguel Landon|Miguel Landon,"Reviewed in Mexico on May 31, 2023","|The media could not be loaded.|La verdad es el 2do equipo reacondicionado de Amazon y la verdad me llevé un muy mal sabor de boca con él, lo voy a devolver la estética del equipo es de 8.5/10 tiene ligeros rayones en la tapa trasera y las cámaras se ven todas rayadas. En general el equipo vino en muy malas condiciones estéticos en funcionamiento todo está bien, pero la estética no es su punto más fuerte|",3
ISRAEL,"Reviewed in Mexico on November 26, 2023",El teléfono esta en buena condición pero no esta desbloqueado como dice la publicación. Se requiere código para desbloquear|,3
Eric,"Reviewed in the United States on June 21, 2024","Came with a crack in the housing near the camera, light scratches along all screen edges, one fairly deep quarter inch scratch on the screen close to the edge, and a gouge in the outer housing in one of the bottom corners. Still 4 stars because the phone works perfectly. Amazing camera, and really great graphics processing if you like playing games.",4
Conrad,"Reviewed in the United States on October 18, 2024","The phone works like my old one which is GREAT.  However,  BIG DISAPPOINTMENT:  There is no slot for a micro SD card in the phone for additional storage so you are limited to internal 128 mb of storage.  It forces you to store to the cloud.",4
DPH,"Reviewed in the United States on November 9, 2024","At the first opening it, I had a home launcher screen issue. After downloading another one, that works perfectly. Smooth and fast for that price.",4
Trébol,"Reviewed in the United States on November 2, 2024",Me agrado porque me vino en la fecha exacta y cabal a mí casa|,4
Mere,"Reviewed in the United States on September 18, 2024",Esta padre y llegó como lo pedí. Solo uvo una confucion que no pude regresarlo por qué lo ocupaba pero no ví dónde decía que era reciclado no nuevo y hasta horita a estado jalando muy bien . Espero q así siga por qué si está caro .|,4
Yousef M.,"Reviewed in the United States on July 2, 2024","Great phone, happy with it, came with minor scratches.Was indeed unlocked, but still had AT&T branding in the software.After some research I found the phone is version U2, and flashed it to version U3 XAA which removed all branding and unlocked some features of the phone.The phone could be dual sim, but comes with a single sim tray, I've ordered a dual sim tray, but not sure if it will work yet until it arrives.",4
Raven D. Miller,"Reviewed in the United States on August 3, 2023","Needed an upgraded phone for my son before he leaves for college. Phone arrived on time. It was packaged relatively well. Was able to activate it with our carrier (Verizon) with no issue. It did come unlocked (noticed in some of the reviews left that it didn't come unlocked). Reasons I give 4 stars instead of 5 is: I paid a little extra for a refurbished phone in 'excellent condition'. I would say this phone is closer to 'good condition'). It came with a noticeable scratch going across the top of the screen and some blemishes on the side of phone where the power/volume buttons are located. It leaves me wondering what a 'good condition' phone would've looked like and if it would've been worth getting instead for the extra savings. The package came only with the wall charger but no cable. Fortunately, he was able to use his cable from his old device. I was pleased to see that the key to unlock the SIM card slot was in the box. Overall, pleased with the purchase and would more than likely do this again when ready to upgrade device.",4
charles e. hershman jr,"Reviewed in the United States on September 9, 2024",The first phone I had to return. The second time it works as expected.,4
Kate,"Reviewed in the United States on March 23, 2023","I will say right off the bat, this is probably the way I will buy phones from here on out. It is a great deal cheaper, and I am happy with my purchase. I paid $218 for a one-year old flagship phone.I selected an ""excellent"" condition phone. It came with a glass screen protector, which disrupted the AMOLED display, so I removed it, and noticed a couple of larger scratches that were imperceptible with the protector on. This is not quite according to the description, which is partially why I have my review at a 4-star.The only other issue I have had is battery life. I believe that this phone is running at about 80% battery health. I am a *very* heavy user, and so I have to run the phone with battery saver activated to make it through a full day, but that isn't that huge of a deal. Samsung's battery saver is relatively unobtrusive. However, I may opt for a higher quality renewed phone in the future.Overall, I am very happy with my purchase, and highly recommend this process to others.",4
Amazon Customer,"Reviewed in the United States on July 9, 2024","It has good camera, good battery life, good performance, amazing screen, it runs android 14 but my only issue with this phone is that it gets scratched easily.",4
Amazon Customer,"Reviewed in the United States on April 1, 2024","I ordered at 10 am and had it by 110pm on Easter.  It took a little bit to set it up but it was easy.  It is very nice.  Nice camera.  Lightweight.My only issue is that the battery stays charged for a short time. If I am going to be a while, I have to take a backup charger with me.",4
Louis,"Reviewed in the United States on May 9, 2024","Been using the phone for a couple days, so far no issues with it. Screen was chipped and had a weird warp in it, but didnt affect the functionality of the phone so far.",4
medivh25,"Reviewed in the United States on June 23, 2024","This phone works and looks great, battery seems fine, so far no glitches. Zero problems with my carrier at&t.",4
Washington R.,"Reviewed in the United States on July 4, 2024","El equipo llego sin ningún problema , solo no me enviaron el cargador.|",4
Tim P,"Reviewed in the United States on May 25, 2024",Phone works good and is a unlocked AT&T at first said needed at&t Sim just skip that step and it works wit any Sim,4
Jasper Schrader,"Reviewed in the United States on February 4, 2023","Almost perfect, chose the ""excellent"" option, phone has some scratches on the back and plastic edges look ""used"" with worn or faded colors. Also, cannot change between 3G, LTE or 5G, the option is hidden. Phone has also restarted by itself once, was browsing settings app when screen went black and the phone restarted. Everything was packaged neatly though, survived a trip from USA 2 stops, EU 2 stops, Africa 2 stops and finally ending in Namibia, all within 8 days. Africa took the longest. The included power adapter was a 10w Motorola unit, wasn't happy with that.Everything functions except for the hidden setting & that one random restart. Would've been nice if they included a screen protector & case.Will buy again.",4
Chrystal,"Reviewed in the United States on March 8, 2024","Said excellent condition, nut theres a pretty decent dent on the back of the shell, but other than that it is in excellent condition. Set it up with Mint service no problem and transfered over everything from old phone.",4
The Rowe Family,"Reviewed in the United States on February 18, 2024",Attempted to use my ATT sim and they sent me a text telling me the phone was not compatible with the network. Was the G990W version from Canada Bell.Looking to get a different version where wifi calling works.,4
Bobby,"Reviewed in the United States on March 1, 2024",What I didn't like was it said excellent condition but the corners and the sim card slot was scratched up. And my phone is saying IMEI is empty that ain't good right?,4
PJMZ28,"Reviewed in the United States on February 23, 2023","Good price and for a refurbished model I wouldn't be able to distinguish refrurb from new,  even if I had a brand new phone right next to it.  Cosmetically it's flawless. On a side note, this is NOT a factory unlocked phone. It's a T-Mobile phone but it still works with my Consumer Cellular SIM. Just need to get used to looking at the big red T-Mobile screen every time you reboot your phone. Being an apple user for many years there's a learning curve and some annoyances with the android apps but nothing that would deter me from getting it.",4
Kelvin Harris,"Reviewed in the United States on March 17, 2024",Have bin using my S21FE for 3 weeks and it's working good so far,4
Ali ben,"Reviewed in the United States on April 18, 2024",Nice clean phone so far,4
Mark Smith,"Reviewed in the United States on January 27, 2023",So far so good.  Phone is very slippery so you'll definitely need to buy a case for it just so you can safely grip the phone.  I bought a refurbished phone for $329.  Overall I'm happy with it.  Hopefully I'll get 7 years out of it like I did my previous phone.  Speaker volume during a phone call is quiet.,4
Angel salas,"Reviewed in the United States on October 20, 2023","El tlf tiene una pequeña raya poco visible pero vino bloqueado y lo pedí totalmente liberado, me toca desbloquearlo a mi  pero la atención del vendedor fue buena y llego mucho antes|",4
Peter Waite,"Reviewed in the United States on April 8, 2023","Product is good. Scratches on the screen. Other than that it works perfectly. The charger included in the box is not an original Samsung charger and only 10 watts, it gets hot while charging the phone. Other aspects of the phone are as advertised.",4
David,"Reviewed in the United States on March 20, 2023",Good phone. Great camera. Bought it because it was water resistant.  Had trouble with the phone set up for text messages and my Samsung account but now I'm good. Really a pain.  Battery life is adequate. Paid $288 so it is good value.,4
Lourdes,"Reviewed in the United States on May 16, 2023","Aunque tuve un inconveniente con el tema de la liberación el vendedor pudo solucionarme facilitándome el código necesario y funciona perfectamente desde Venezuela, muy satisfecho|",4
L. S.,"Reviewed in the United States on January 3, 2023","It is an overall great product, received it in the condition it was promised. The phone battery, however, is just not great, not because it's a renewed phone but in general, measures have to be taken for it to last a day ideally.",4
Subhomoy,"Reviewed in the United States on April 11, 2023","It has a very good quality camera, thin and light design, and very nice display. The only problem in this phone is battery. You need to charge it twice even if you are a moderate internet consumer.",4
Emily,"Reviewed in the United States on May 17, 2023",Like the phone was in great shape when arrived. Only thing is it doesn't come with a voicemail app. Phone doesn't tell you that you have a voicemail either.,4
Mona Edwards,"Reviewed in the United States on March 11, 2023",Battery life is poor. I have to charge 2x a day. I know it's a refurbished phone but thought it would have new battery. I don't believe it does. Other than that it's great.,4
Phillip R Steigleder,"Reviewed in the United States on July 29, 2022",The phone and price are great.  Only set back is the phone claims to be unlocked.  Would not work with my carrier (Pure Talk) .  Had to leave them and go with T mobile.  So far so good.,4
SoulSista,"Reviewed in the United States on November 1, 2023",No issues as of yet. So far so good.,4
Alexander peguero,"Reviewed in the United States on August 2, 2023",No issues at all put Sim in and ready to go!Only thing I'll say about phone is the battery is not all that great.,4
victor,"Reviewed in the United States on December 2, 2022",Was using iPhone 12 before this and was expecting several more hours of usage but utterly disappointed. Even with 60hz I was getting the same usage hours. But it feels nice,4
hola|hola,"Reviewed in the United States on May 23, 2022","A few micro scratches on the screen (can't see them if you are not looking at them) and a used up battery at cca 91% health for a few months old phone is not as "" works and looks like just as new""",4
Michael,"Reviewed in the United States on April 17, 2023",Everything went smoothly from purchasing on line to shipping to my address.  Also choosing a cell phone carrier on this unlocked cell phone when well.,4
Isaac Calderon,"Reviewed in the United States on April 14, 2023",Solo tenia pequeñas imperfecciones en la pantalla pero por todo lo demas excelente.|,4
kwasi,"Reviewed in the United States on February 25, 2023","The condition was as advertised, very happy with the purchase",4
TERRENCE MCD,"Reviewed in the United States on March 16, 2023",Phone was in great shape and condition. But couldn't connect to any wifi service or Bluetooth.,4
Mario Antonio,"Reviewed in the United States on May 9, 2023",Good to have,4
sergio,"Reviewed in the United States on June 4, 2023",Alguno que otro raspón pero en buen estado|,4
JJS,"Reviewed in the United States on September 29, 2022","Some days the battery does not last a whole day, the rest of the days it's down to 25%. Not impressed.",4
Jhenner canela peralta,"Reviewed in the United States on November 2, 2022",Bueno|,4
Grizzme,"Reviewed in the United States on January 2, 2023",just about everything,4
Madhu|Madhu,"Reviewed in the United States on January 28, 2023",Daily use,4
kRoNoZx,"Reviewed in Mexico on November 15, 2024","Para el estado de reacondicionado ""excelente"" esperaba mejor el estado del equipo, me refiero a la pantalla que tiene dos rayaduras que ni se notaban al inicio pero se me mancho la pantalla y ahí fue cuando ya se vieron, lo bueno es que funciona a la perfección,  me espanto al inicio porque cuando lo encendí y puse el sim me decía que no era de verizon pero después de un rato ya tomo señal sin problemas, se desempeña bien y los rayones pueden perderse con una mica  de protección así que es un buen equipo|",4
Kindle Customer,"Reviewed in Mexico on April 7, 2024","El dispositivo funciona sin ningun problema, pero de lo que me di cuenta con su uso fue que la pantalla no era la original de samsung, por lo que opte por cambiarla y usar una adecuada para el dispositivo y pues tuvo un costo extra, pero el resto del dispositivo muy bien.|",4
Se calienta y se descarga un poco rápido pero supongo que es por qué ya pasó algún proceso de reparación la cámara se ve muy bien y hasta el momento no ha presentado mayores fallas el momento,"Reviewed in Mexico on March 28, 2024",Me gustó mucho fue un regalo y no lo he visto tanto como se ha desempeñadoSolo he notado en ocasiones que lo uso que se calienta un poco y la batería no dura tanto tiempo|,4
Sofia Dominguez,"Reviewed in Mexico on March 26, 2024","la pila se gasta considerablemente, si lo usas frecuentemente t dura menos de 12 horas, el equipo llega con algunos detalles pero bastante bien|",4
HugoJH,"Reviewed in Mexico on April 12, 2023","El equipo llegó en buenas condiciones (aunque el embalaje me dio temor cuando lo recibi, pues sonaba a que no tenia proteccion, y en efecto solo la caja de la paqueteria y dentro la caja del equipo), solo llegué a notar una muuuy ligera línea en la pantalla y a contraluz. A la primera agarro mi chip de telcel.El equipo parecía ser nuevo, con 2 días de uso va muuuy bien.|",4
Lalo,"Reviewed in Mexico on June 15, 2023","Lllegó intacto y es un buen producto, como nuevo|",4
Dan Niksich,"Reviewed in the United States on November 21, 2024",Phone works great and looks brand new! 1st one I got worked great but had a dent/gouge in the back cover. Not that it really matters since I use a cover but it was supposed to be in excellent condition. Returned it for this one and it is in excellent condition. Works perfect with Mint mobile and I get 5G,5
Chris,"Reviewed in the United States on November 21, 2024","As we all know, phones are very expensive. This is my second phone buying from here. Both phones have worked great and been like brand new. I've had my S21 FE for 2 weeks now and have had 0 issues. I'll buy another when the time comes",5
Amanda franks|Amanda franks,"Reviewed in the United States on November 30, 2024","Item was as described,  works great and unlocked.  Got a great price. Cheapest I could find online and well worth the purchase.  😊  thanks",5
Michael Edwards,"Reviewed in the United States on December 3, 2024",Been a month works gr8,5
E-Man,"Reviewed in the United States on March 20, 2023","I did a lot of research for a replacement for my old S8 and teh S21 FE looked like a good choice. It is.The phone was a refurbished one and I have to say it was like new. The battery is a bit off what reviews state a new S21 should be but it is a refurb which was clearly advertised to be ""At least"" 80% of new so it is as described.The worst thing of the S21 compared to the S8 is the camera. The S8 camera is excellent but the S21 is pretty bad (when I've been use to the S8 quality for years). It is actually tempting to get a new screen from my S8 and toss the S21 due to the really obvious poor quality of teh S21 camera. This is a Samsung issue though.The vendor: Accurate description, Excellent product and fast deliverySamsung: Cop on and bring back the S8 camera!",5
rudy iraeta,"Reviewed in the United States on November 27, 2024",Phone is in good condition but you can not use a dual sin cer,5
Steve N.,"Reviewed in the United States on November 9, 2024",I'm not a smart phone user. I got this solely for the camera for use when hiking and vacationing. Wow. Love it. I can zoom quite a bit without it getting grainy. I'm super thrilled.,5
Freddy García,"Reviewed in the United States on October 26, 2024","El celular me llegó con una pequeña falla de software que afortunadamente al ser técnico pude solucionar sin ninguna complicación, porque era una falla mínima en el launcher del dispositivo. Todo lo demás es excelente, ya tengo 5 meses con el dispositivo y todo me ha ido maravilloso con él.|",5
Nathan Le,"Reviewed in the United States on October 28, 2024",I am an Android guy. Stopped buying brand new phone after purchase reconditioned phone from Amazon. Not a lot of differences for me. The phone looked/worked so good and battery health was good. That matters.,5
Omar Muñoz|Omar Muñoz,"Reviewed in the United States on November 9, 2024","Honestly the phone looked like brand new unopened, super satisfied 😎 it’s quick & mine came with good battery",5
roddo13,"Reviewed in the United States on October 19, 2024",I love my new phone due to all the features  the Galaxie series has to offer. I went from a S5 to an A42 and was never pleased. I'm back to using an adequate series again and it was relatively inexpensive.,5
M. Mills,"Reviewed in the United States on November 16, 2024",Great phone,5
mcff,"Reviewed in the United States on November 16, 2024",Grandson likes it,5
Nakita,"Reviewed in the United States on February 8, 2024","I was a little skeptical buying a renewed phone but i'm glad that I did. I had the Samsung Galaxy S20 FE prior to this one, but was ready to upgrade a little bit and this has been an amazing phone so far. It's very fast and runs great. I have noticed that it can run a little hot at times but not anything I'm super worried about. And it did come with a teeny tiny little chip in the top right corner but it is super hard to notice. It actually took me two days to realize it was even there so nothing to really complain about considering it is a used phone. Other than that one small tiny tiny blemish there are no others. No scratches on the screen or even the back. I'd definitely recommend buying this! It's definitely worth the price.",5
Will McCaw,"Reviewed in the United States on May 29, 2024","This phone could not perform better for what I need it to. The phone is quick to respond, the battery lasts all day (even when I was doing UberEats deliveries for most of the day using both GPS and Bluetooth continuously), the processor can handle running even more intensive apps, runs emulators exceedingly well, and the camera quality is on par with any phone I've used at it's price range when new. If you need to get a new phone but aren't bothered with having the current top of the line model, this phone is the one to go for.",5
Anvar Iniyatilla,"Reviewed in the United States on October 31, 2023","When i last ordered an iphone 11 renewed i got it with 81% bh and it was like 85-90% close to new , some little scratches that cant be seen from distance. But this time with this s21 fe it is a complete jackpot, man i got almost new phone with 99% battery health and there is no scratch or anything complete new, no problems with camera,mic,audio and whatsoever, the only thing i ask to be aware of before buying renewed phones is just strictly read rewiews carefully from sellers, there are different sellers for same phones and dont be sold for less price, there was 235 and 240 bucks option , i went with 240 and hit the jackpot cause i liked 240's seller reputation and will never regret that i didnt save some money before buying, the former one had like average rating, always go for top rating sellers",5
Marqus Gibbs,"Reviewed in the United States on March 20, 2024","So I received my Samsung Galaxy in the mail, opened it, and was very happy with it.  When they said ""excellent quality - almost new"" they meant it.  Not a scratch on it.  Wonderful refurbishment. As for the phone itself, it's everything I remember about an S series Galaxy...except for the lack of a power button. I haven't had one since the S9, so maybe I'm just out of the loop, but that threw me a little.  Still doesn't take away from the phone though.  Very fast.  Wonderful picture quality. A bunch of space, which I adore. The quality of call sound is perfect.  I'm very happy with my purchase",5
Carlos D.,"Reviewed in the United States on April 25, 2023","El teléfono llegó como nuevo, en la caja Samsung abierta (poco deteriorada) y con 1 cable de datos.Me sorprendió el estado del teléfono, volveré a comprar renovados de Amazon.En cuanto al funcionamiento del teléfono todo muy bien, ahora toca probarlo, si lo devuelvo será porque el teléfono no me guste pero no por su estado.*ACTUALIZACIÓN* He realizado un test de la batería y se encuentra con un porcentaje de salud del 88%,  la batería no dura mucho pero No es por el estado de la batería, muchos usuarios de este teléfono (nuevos y renovados) reportan qué la batería no dura mucho y que hay proceso de 2 semanas para que la ia del teléfono mejore el rendimiento, voy a probar y tendré que valorar si devolverlo o quedármelo.Pero la compra como renovado es excelente.Después de varias cargas el estado de salud de la batería ha subido al 94%|",5
lob,"Reviewed in the United States on August 19, 2024","Got this to replace my wife's Galaxy S10e that she dropped in a toilet. This is a renewed phone, but it is a couple of years newer than the S10e. The screen and the case appear immaculate. Works fine with good battery life. She is very happy so far.",5
Suzanne,"Reviewed in the United States on November 14, 2023","I could not find a scratch or mark on this phone, so looks brand new. I am coming from Moto G Stylus phone and this took a little bit to get use to the few differences. The touch on the Samsung is not as sensitive as the Motorola but after a few days I had no problems. The connectivity to our Uconnect on truck and my smartwatch was flawless and have stayed connected without any problems. Scrolling is fast and smooth. I would easily recommend this phone.After almost 1 1/2 years I am thrilled with this phone, has updated to latest UI worked flawlessly and has great battery life.. Photos are all I expected. The company was helpful with questions I had, so I still recommend phone and Bay Trading.",5
Raymond E Dosstter,"Reviewed in the United States on October 26, 2024",The phone is like new and works great.,5
Sheriff G.,"Reviewed in the United States on May 23, 2024","The phone looks new and works well.  I've had it for a month and works perfectly.  But I must warn you that it doesn't have the eSIM feature. None of the Samsung S21 phones have that function despite the fact that Samsung says it does.  I've learn that the hard way. Otherwise, it works well.  They did a good job restoring that phone.",5
lisa feldman,"Reviewed in the United States on April 27, 2024","I urgently needed to get a new cell & have never bought a ""renewed"" one. I've always bought new. The renewed cell was listed in ""excellent"" condition, and it appears to be. I've been using it for almost 3 weeks with no issues. Wanted to review to dispel fears about buying a ""renewed"" phone. I guess it is a gamble to do so, but so far so good!",5
Timotheus,"Reviewed in the United States on June 20, 2024",Hard to do a review here because many different sellers sell for this item. We received a pristine phone in excellent condition from thegadgetdeals seller. We just got it so hard to speak to it’s longevity but it is as it was described so far.,5
Edward Dumont lll,"Reviewed in the United States on March 20, 2024","O bought this phone because o didn't want tovget in another contract, let me tell you so far the phone is perfect i love it these giys at this company have the best phone. No complaints what so ever i did all the testing i could do and look at every angle and its perfect. Thats too you guys i dont have to get into an expensive contract this phone is good for me. Thank you and keep up the good work.",5
Jesse S.,"Reviewed in the United States on July 24, 2024","Phone arrived a day early, in good condition and as described. Have been using it with Mint Mobile with no issues. My only complaint is that this phone has no aux port!",5
Jordon,"Reviewed in the United States on September 7, 2024","Not a scratch on it exactly as advertised, will use Amazon refurbished again 10/10",5
Amazon Customer,"Reviewed in the United States on July 30, 2024",VERY SATISFIED WITH MY PURCHASE THIS SELLER HAS THE CHEAPEST PRICE FOR THIS PHONE AND THE PHONE WORKS GREAT AND IS BRAND NEW SUPER FAST SHIPPING,5
E. H. Anderson,"Reviewed in the United States on May 22, 2024",Phone works fine had to jump through hoops to get it on Verizon net. Still had an AT&T link and Verizon said not compatable with their network. But did some sim swap and other trickery and it works now. Was supposed to be unlocked,5
Francisco Lozano,"Reviewed in the United States on August 20, 2024",El equipo funciona bien y esta desbloqueado. Para ser un equipo renewed funciona perfecto.|,5
Cheryle|Cheryle,"Reviewed in the United States on August 5, 2024","Item clean, delivery on time phone was indeed factory unlocked and it is working really well, worth the price and more",5
Candice,"Reviewed in the United States on March 18, 2024","After reading some of the reviews for this phone I was nervous ordering but it last phones were on their last legs.The phones shipped right away and arrived on time.A few minor scratches on the the edges of the screen. Nothing to impair the function. Charges great, battery power lasts according to my usages.",5
Jonathan Torres,"Reviewed in the United States on September 5, 2024",Me encantó el celular|,5
Iuliia Smorodina|Iuliia Smorodina,"Reviewed in the United States on July 16, 2024","Bought a phone for my son for his birthday, very happy with the purchase. The price/quality ratio is just perfect.",5
C Rance,"Reviewed in the United States on August 29, 2024",Works like brand new,5
Chris,"Reviewed in the United States on June 27, 2024",I had to upgrade my phone but didn't want to spend a fortune at the cell phone store. This was exactly what I needed.,5
Willbert Ackers,"Reviewed in the United States on April 21, 2024",Ya cuento con mas de 3 meses de uso del producto y me ha funcionado muy bien. Llego sin detalles y hasta el momento no ha ahbido fallas en el articulo ni en sus accesorios. Recomendado totalmente|,5
El celular llegó muy bn le doy 5 estellas|El celular llegó muy bn le doy 5 estellas,"Reviewed in the United States on July 9, 2024",Quedé encantada con mi celular llego cómo nuevo|,5
